miles,location,name,sex,w,l,d,division,from,to,players_links
2313,"USA, California, Chula Vista",Adrian Gutierrez,male,10,0,1,welter,2016,2019,https://boxrec.com/en/proboxer/779057
2313,"USA, California, Corona",Luis Lopez,male,7,0,1,welter,2018,2019,https://boxrec.com/en/proboxer/825721
2313,"USA, California, Chula Vista",Sebastian Gonzalez,male,3,0,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/838737
2313,"USA, California, Corona",Jaime Enriquez,male,3,0,0,super light,2018,2019,https://boxrec.com/en/proboxer/842742
2313,"USA, California, Chula Vista",Damian Alcala,male,1,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/880661
2313,"USA, California, Corona",Craig Wilkerson,male,1,0,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/872277
2313,"USA, California, National City",Joseph Bass,male,1,0,0,light heavy,2019,2019,https://boxrec.com/en/proboxer/872837
2313,"USA, California, National City",Jose Luis Ponce,male,1,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/867800
2314,"USA, California, Ontario",Alberto Jr Felix,male,3,0,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/827125
2315,"USA, California, San Diego",Antonio Orozco,male,28,2,0,super light,2008,2019,https://boxrec.com/en/proboxer/459668
2315,"USA, California, San Diego",Mercito Gesta,male,32,3,2,super light,2003,2019,https://boxrec.com/en/proboxer/218078
2315,"USA, California, San Diego",Genaro Gamez,male,9,1,0,super light,2016,2019,https://boxrec.com/en/proboxer/746299
2315,"USA, California, San Diego",Ulises Sierra,male,15,0,2,super middle,2012,2019,https://boxrec.com/en/proboxer/616798
2315,"USA, California, San Diego",Denis Grachev,male,19,9,1,light heavy,2007,2019,https://boxrec.com/en/proboxer/397181
2315,"USA, California, San Diego",Joe Perez,male,14,4,2,super feather,2012,2019,https://boxrec.com/en/proboxer/607959
2315,"USA, California, San Diego",Diego Santiago Sanchez,male,18,1,0,super light,2016,2019,https://boxrec.com/en/proboxer/759484
2315,"USA, California, San Diego",Mario Ramos,male,9,0,0,light,2017,2019,https://boxrec.com/en/proboxer/802427
2315,"USA, California, San Diego",Emanuel Robles,male,17,6,1,welter,2010,2019,https://boxrec.com/en/proboxer/546268
2315,"USA, California, San Diego",Prince Smalls,male,15,1,1,feather,2013,2019,https://boxrec.com/en/proboxer/656068
2315,"USA, California, San Diego",Rafael Rios,male,10,2,0,heavy,2014,2019,https://boxrec.com/en/proboxer/694474
2315,"USA, California, San Diego",Gilbert Garcia,male,8,1,0,feather,2017,2019,https://boxrec.com/en/proboxer/811845
2315,"USA, California, San Diego",Armando Tovar Jr,male,10,1,0,welter,2015,2018,https://boxrec.com/en/proboxer/727547
2315,"USA, California, San Diego",Marcos Rios,male,15,1,1,super light,2013,2018,https://boxrec.com/en/proboxer/664507
2315,"USA, California, San Diego",Brandon Cruz,male,6,1,0,feather,2017,2019,https://boxrec.com/en/proboxer/811833
2315,"USA, California, San Diego",Jorge Ruiz,male,13,3,0,super feather,2012,2019,https://boxrec.com/en/proboxer/634691
2315,"USA, California, San Diego",Anthony Reyes,male,11,1,1,feather,2013,2019,https://boxrec.com/en/proboxer/655540
2315,"USA, California, San Diego",Ricardo Valdovinos,male,8,1,0,super light,2016,2019,https://boxrec.com/en/proboxer/767464
2315,"USA, California, San Diego",Jessica Juarez,female,2,0,0,super feather,2018,2019,https://boxrec.com/en/proboxer/845690
2315,"USA, California, San Diego",Dilan Miranda,male,5,2,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/829165
2315,"USA, California, San Diego",Andres Diaz,male,2,0,1,super light,2017,2019,https://boxrec.com/en/proboxer/779261
2315,"USA, California, San Diego",Carley Batey,female,4,6,2,super fly,2006,2019,https://boxrec.com/en/proboxer/364178
2315,"USA, California, San Diego",James Earle,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/899435
2315,"USA, California, San Diego",Jorge Escalante,male,9,3,2,cruiser,2014,2018,https://boxrec.com/en/proboxer/685503
2315,"USA, California, San Diego",Pablo Cupul,male,10,30,0,light,2009,2019,https://boxrec.com/en/proboxer/507273
2315,"USA, California, San Diego",Pierre Williams,male,6,1,0,cruiser,2016,2018,https://boxrec.com/en/proboxer/782425
2315,"USA, California, San Diego",Mulapi Enjani,male,6,7,2,feather,2014,2019,https://boxrec.com/en/proboxer/695225
2315,"USA, California, San Diego",Ivan Pineda,male,7,2,0,heavy,2015,2019,https://boxrec.com/en/proboxer/731059
2315,"USA, California, San Diego",Anecito Gesta,male,3,3,0,feather,2011,2018,https://boxrec.com/en/proboxer/565684
2315,"USA, California, San Diego",Mario Angeles,male,3,13,2,super light,2009,2019,https://boxrec.com/en/proboxer/484516
2315,"USA, California, San Diego",Tyler Marshall,male,1,7,0,super feather,2016,2019,https://boxrec.com/en/proboxer/776261
2315,"USA, California, San Diego",Earl Henry,male,0,3,1,super welter,2018,2019,https://boxrec.com/en/proboxer/857669
2315,"USA, California, San Diego",Anafernanda Reyes,female,0,1,0,heavy,2018,2018,https://boxrec.com/en/proboxer/864432
2316,"USA, California, Carlsbad",Paola Lissette Ramirez Robles,male,0,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/883086
2317,"USA, California, Oceanside",Marco Sustaita,male,12,2,1,fly,2015,2019,https://boxrec.com/en/proboxer/725835
2317,"USA, California, Oceanside",Matt McKinney,male,6,3,2,heavy,2013,2019,https://boxrec.com/en/proboxer/665387
2317,"USA, California, Oceanside",Dave Mbah,male,3,3,1,heavy,2014,2019,https://boxrec.com/en/proboxer/700451
2317,"USA, California, Oceanside",Shiloh Malauulu,male,2,0,0,cruiser,2019,2019,https://boxrec.com/en/proboxer/883139
2319,"USA, California, Pomona",Shane Mosley Jr,male,15,3,0,middle,2014,2019,https://boxrec.com/en/proboxer/682169
2319,"USA, California, Pomona",Israel Mercado,male,7,0,0,super feather,2016,2019,https://boxrec.com/en/proboxer/775001
2319,"USA, California, Pomona",James Stewart,male,1,4,0,light,2015,2019,https://boxrec.com/en/proboxer/712255
2319,"USA, California, Pomona",Danny Garcia,male,5,5,1,super middle,2004,2019,https://boxrec.com/en/proboxer/268172
2319,"USA, California, Pomona",Edward Aceves,male,0,6,0,super welter,2017,2019,https://boxrec.com/en/proboxer/816443
2319,"USA, California, Pomona",Keith Carson,male,0,2,0,light,2018,2019,https://boxrec.com/en/proboxer/846741
2323,"USA, California, Glendora",Hugo Ruiz,male,39,5,0,super feather,2006,2019,https://boxrec.com/en/proboxer/380401
2323,"USA, California, Glendora",Jousce Gonzalez,male,10,0,1,super feather,2016,2019,https://boxrec.com/en/proboxer/753226
2323,"USA, California, Glendora",Nicholas Irizarry,male,1,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/894108
2324,"USA, California, Yorba Linda",Chelsey Anderson,female,2,0,0,light,2019,2019,https://boxrec.com/en/proboxer/883056
2326,"USA, California, Covina",John Molina Jr,male,30,9,0,welter,2006,2019,https://boxrec.com/en/proboxer/355640
2326,"USA, California, Azusa",Juan Bustamante,male,0,2,0,cruiser,2013,2018,https://boxrec.com/en/proboxer/667045
2328,"USA, California, Lancaster",Kevin Watts,male,12,4,0,super light,2013,2019,https://boxrec.com/en/proboxer/655300
2328,"USA, California, Lancaster",Amillion Richard,male,8,0,0,middle,2017,2019,https://boxrec.com/en/proboxer/825223
2328,"USA, California, Lancaster",Alejandro Reyes,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/865891
2328,"USA, California, Lancaster",Steven Zayas,male,3,1,0,super light,2014,2019,https://boxrec.com/en/proboxer/694184
2328,"USA, California, Lancaster",Davonte McCowen,male,0,1,1,super feather,2019,2019,https://boxrec.com/en/proboxer/869510
2329,"USA, California, West Covina",Oscar Valdez,male,26,0,0,feather,2012,2019,https://boxrec.com/en/proboxer/629933
2329,"USA, California, Palmdale",Joel Diaz Jr,male,24,2,0,super light,2010,2019,https://boxrec.com/en/proboxer/539523
2329,"USA, California, West Covina",Sergio Lopez,male,22,15,1,super feather,2005,2019,https://boxrec.com/en/proboxer/431622
2329,"USA, California, Palmdale",Joshua Anton,male,1,0,0,super welter,2019,2019,https://boxrec.com/en/proboxer/861525
2329,"USA, California, West Covina",Austin Gudino,male,4,0,0,welter,2019,2019,https://boxrec.com/en/proboxer/869898
2329,"USA, California, Palmdale",Jordan Harris,male,7,1,0,super welter,2016,2019,https://boxrec.com/en/proboxer/750453
2330,"USA, California, Orange",Keith Berry,male,2,3,0,cruiser,2017,2019,https://boxrec.com/en/proboxer/801028
2331,"USA, California, La Puente",Jose Zepeda,male,31,2,0,super light,2009,2019,https://boxrec.com/en/proboxer/523667
2331,"USA, California, Irvine",Keehwan Kim,male,3,1,0,light,2018,2019,https://boxrec.com/en/proboxer/865679
2332,"USA, California, Santa Ana",Ronny Rios,male,31,3,0,super bantam,2008,2019,https://boxrec.com/en/proboxer/473908
2332,"USA, California, Santa Ana",Alexis Rocha,male,14,0,0,welter,2016,2019,https://boxrec.com/en/proboxer/746813
2332,"USA, California, Santa Ana",Erick Ituarte,male,21,1,1,feather,2011,2019,https://boxrec.com/en/proboxer/582468
2332,"USA, California, Santa Ana",Maximilliano Becerra,male,16,3,2,super light,2008,2018,https://boxrec.com/en/proboxer/463706
2332,"USA, California, Santa Ana",Mario Hernandez,male,10,1,1,bantam,2017,2019,https://boxrec.com/en/proboxer/793191
2332,"USA, California, Santa Ana",Bryan Flores,male,13,1,0,super welter,2015,2019,https://boxrec.com/en/proboxer/725972
2332,"USA, California, Santa Ana",Christian Dominguez,male,10,2,0,welter,2011,2019,https://boxrec.com/en/proboxer/580382
2332,"USA, California, Santa Ana",Jose Elias,male,1,0,0,light,2019,2019,https://boxrec.com/en/proboxer/897822
2333,"USA, California, Anaheim",Jonathan Esquivel,male,12,0,0,super middle,2017,2019,https://boxrec.com/en/proboxer/799776
2333,"USA, California, Anaheim",Marco Delgado,male,6,1,0,light heavy,2016,2019,https://boxrec.com/en/proboxer/776258
2333,"USA, California, Anaheim",Jonathan Guevara,male,7,0,0,super middle,2017,2019,https://boxrec.com/en/proboxer/826707
2333,"USA, California, La Habra",Samuel Miller,male,33,21,0,heavy,2003,2019,https://boxrec.com/en/proboxer/225646
2333,"USA, California, Anaheim",Jessie Mandapat,male,3,0,1,super fly,2018,2019,https://boxrec.com/en/proboxer/861001
2333,"USA, California, Anaheim",Steven Rodriguez,male,8,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/838892
2333,"USA, California, Fullerton",Oleksiy Barker,male,3,0,0,middle,2018,2019,https://boxrec.com/en/proboxer/847614
2333,"USA, California, Fullerton",Cody Hall,male,0,1,0,super middle,2019,2019,https://boxrec.com/en/proboxer/872279
2334,"USA, California, El Monte",Carlos Francisco Saucedo,male,1,1,0,super feather,2016,2019,https://boxrec.com/en/proboxer/760242
2335,"USA, California, Garden Grove",Lucas Santamaria,male,10,1,1,welter,2015,2019,https://boxrec.com/en/proboxer/722719
2335,"USA, California, Garden Grove",Andrew Segura,male,2,0,0,super feather,2019,2019,https://boxrec.com/en/proboxer/871479
2335,"USA, California, Garden Grove",Nam Phan,male,3,8,1,super welter,2006,2018,https://boxrec.com/en/proboxer/359125
2335,"USA, Washington, Wapato",Margarito Hernandez,male,0,0,1,super welter,2019,2019,https://boxrec.com/en/proboxer/900442
2337,"USA, California, Rosemead",Leo Santa Cruz,male,36,1,1,feather,2006,2019,https://boxrec.com/en/proboxer/374624
2337,"USA, California, Buena Park",Christian Gonzalez,male,19,4,0,light,2013,2019,https://boxrec.com/en/proboxer/661615
2337,"USA, California, Buena Park",Javier Gallo,male,25,17,1,feather,2004,2018,https://boxrec.com/en/proboxer/281944
2337,"USA, California, Whittier",Pablo Rubio Jr,male,12,0,0,super bantam,2015,2019,https://boxrec.com/en/proboxer/720485
2337,"USA, California, Whittier",George Acosta,male,8,1,0,light,2017,2019,https://boxrec.com/en/proboxer/791376
2337,"USA, California, Buena Park",Dwain Victorian,male,5,5,1,welter,2013,2019,https://boxrec.com/en/proboxer/654680
2337,"USA, California, Whittier",Kailyn Hansen,female,1,4,0,feather,2018,2019,https://boxrec.com/en/proboxer/834034
2337,"USA, California, Rosemead",Edgar Nunez-Lopez,male,0,0,1,welter,2019,2019,https://boxrec.com/en/proboxer/892206
2338,"USA, California, Westminster",Carlos Licona,male,15,1,0,fly,2014,2019,https://boxrec.com/en/proboxer/706194
2339,"USA, California, Pico Rivera",Rico Ramos,male,30,6,0,feather,2008,2019,https://boxrec.com/en/proboxer/447374
2339,"USA, California, Alhambra",Emmanuel Medina,male,16,1,0,welter,2010,2019,https://boxrec.com/en/proboxer/547038
2339,"USA, California, Pasadena",David Mijares,male,7,0,0,super light,2016,2019,https://boxrec.com/en/proboxer/756206
2339,"USA, California, Pico Rivera",Angel Israel Rodriguez,male,4,0,0,light,2018,2019,https://boxrec.com/en/proboxer/859802
2339,"USA, California, Alhambra",Shamar Fulton,male,4,0,1,light,2018,2019,https://boxrec.com/en/proboxer/846396
2339,"USA, California, Pasadena",Christian Camarena,male,6,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/789254
2339,"USA, California, Alhambra",Kristina Castle,female,0,0,1,light,2019,2019,https://boxrec.com/en/proboxer/872843
2340,"USA, California, Norwalk",Brandon Adams,male,21,3,0,middle,2011,2019,https://boxrec.com/en/proboxer/567641
2340,"USA, California, Norwalk",Javier Molina,male,21,2,0,super light,2009,2019,https://boxrec.com/en/proboxer/486916
2340,"USA, California, Montebello",Jose Enrique Durantes Vivas,male,17,1,0,feather,2014,2019,https://boxrec.com/en/proboxer/707038
2340,"USA, California, Monterey Park",Walter Sarnoi,male,25,4,0,light,2008,2019,https://boxrec.com/en/proboxer/463359
2340,"USA, California, Santa Fe Springs",Michael Dutchover,male,13,1,0,light,2016,2019,https://boxrec.com/en/proboxer/776170
2340,"USA, California, Montebello",Arthur Saakyan,male,7,1,0,welter,2017,2019,https://boxrec.com/en/proboxer/806162
2340,"USA, Washington, Yakima",Juan Gomez,male,3,0,0,super feather,2018,2018,https://boxrec.com/en/proboxer/830252
2340,"USA, California, Montebello",Andre Perez,male,2,0,0,super middle,2019,2019,https://boxrec.com/en/proboxer/865132
2340,"USA, Washington, Yakima",Gilberto Duran,male,3,4,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/845541
2340,"USA, California, Montebello",Alejandro Martinez,male,1,1,1,super feather,2019,2019,https://boxrec.com/en/proboxer/874899
2340,"USA, Washington",Jacob Kremer,male,0,1,0,welter,2019,2019,https://boxrec.com/en/proboxer/870998
2341,"USA, Nevada, Sun Valley",Oscar Vasquez,male,15,2,1,super fly,2011,2019,https://boxrec.com/en/proboxer/579095
2341,"USA, California, Huntington Beach",Erin Toughill,female,7,6,1,middle,2000,2019,https://boxrec.com/en/proboxer/17111
2341,"USA, California, Huntington Beach",Guadalupe Arroyo,male,3,17,0,light,2016,2019,https://boxrec.com/en/proboxer/743752
2341,"USA, California, Huntington Beach",Kenneth Quach,male,1,1,1,super middle,2019,2019,https://boxrec.com/en/proboxer/872280
2341,"USA, California, Huntington Beach",Ivin Colon,male,0,1,0,super fly,2019,2019,https://boxrec.com/en/proboxer/898988
2341,"USA, California, Huntington Beach",Tess Kielhamer,female,0,1,0,light,2019,2019,https://boxrec.com/en/proboxer/898902
2342,"USA, California, Downey",Joseph Diaz,male,30,1,0,super feather,2012,2019,https://boxrec.com/en/proboxer/634717
2342,"USA, California, Highland Park",Carlos Morales,male,19,4,3,light,2012,2019,https://boxrec.com/en/proboxer/598073
2342,"USA, California, Downey",Kevin Alfonso Luna,male,1,3,0,super light,2017,2019,https://boxrec.com/en/proboxer/787198
2343,"USA, California, East Los Angeles",Jonathan Navarro,male,17,0,0,super light,2015,2019,https://boxrec.com/en/proboxer/727365
2343,"USA, California, East Los Angeles",Seniesa Estrada,female,18,0,0,fly,2011,2019,https://boxrec.com/en/proboxer/567517
2343,"USA, California, Bellflower",Christopher Zavala,male,6,0,0,super feather,2018,2019,https://boxrec.com/en/proboxer/839497
2343,"USA, California, Commerce",Joaquin Chavez,male,9,19,4,welter,2011,2019,https://boxrec.com/en/proboxer/590164
2343,"USA, California, East Los Angeles",Ruben Campos,male,6,0,0,welter,2017,2018,https://boxrec.com/en/proboxer/792675
2344,"USA, Nevada, Reno",Ricardo Lucio Galvan,male,3,0,0,feather,2017,2019,https://boxrec.com/en/proboxer/815855
2344,"USA, Nevada, Reno",Peter Cortez,male,2,1,0,super welter,2019,2019,https://boxrec.com/en/proboxer/866212
2344,"USA, Nevada, Reno",Wilfred Mariano,male,2,0,0,super light,2019,2019,https://boxrec.com/en/proboxer/861340
2344,"USA, Oregon",Dylan Carlson,male,1,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/895773
2344,"USA, Nevada, Reno",Kenny Davis Jr,male,1,2,1,light,2017,2019,https://boxrec.com/en/proboxer/791457
2345,"USA, California, Paramount",Oscar Negrete,male,18,2,2,bantam,2013,2019,https://boxrec.com/en/proboxer/656266
2345,"USA, California, Glendale",Stanyslav Skorokhod,male,19,2,0,super welter,2012,2019,https://boxrec.com/en/proboxer/611179
2345,"USA, California, Glendale",Adam Lopez,male,13,1,0,feather,2016,2019,https://boxrec.com/en/proboxer/756191
2345,"USA, California, Paramount",Charles Huerta,male,21,6,0,super feather,2007,2019,https://boxrec.com/en/proboxer/424169
2345,"USA, California",Neeco Macias,male,17,2,0,super welter,2013,2019,https://boxrec.com/en/proboxer/663885
2345,"USA, California",Rigoberto Hermosillo,male,11,1,1,feather,2013,2019,https://boxrec.com/en/proboxer/660656
2345,"USA, California",Jose Hernandez,male,19,6,1,light heavy,2013,2019,https://boxrec.com/en/proboxer/657144
2345,"USA, California",Humberto Rubalcava,male,11,2,0,super bantam,2015,2019,https://boxrec.com/en/proboxer/715012
2345,"USA, California",Eder Amaro Fajardo,male,9,7,0,light,2016,2019,https://boxrec.com/en/proboxer/771841
2345,"USA, California",Anthony Chavez,male,8,1,0,super feather,2017,2019,https://boxrec.com/en/proboxer/794275
2345,"USA, California",Damien Lopez,male,9,0,1,welter,2016,2019,https://boxrec.com/en/proboxer/762195
2345,"USA, California, Paramount",Tavorus Teague,male,6,27,4,middle,2014,2019,https://boxrec.com/en/proboxer/685218
2345,"USA, California",Lawrence King,male,5,1,0,super middle,2017,2019,https://boxrec.com/en/proboxer/786000
2345,"USA, California",Jose Balderas,male,8,0,0,bantam,2017,2019,https://boxrec.com/en/proboxer/804220
2345,"USA, California",Michael Russell,male,3,1,0,cruiser,2017,2018,https://boxrec.com/en/proboxer/783550
2345,"USA, California",Ivan Vergara,male,8,1,0,feather,2016,2019,https://boxrec.com/en/proboxer/776260
2345,"USA, California",Santos Ortega,male,4,0,0,super bantam,2018,2019,https://boxrec.com/en/proboxer/833596
2345,"USA, California",Christian Crowley,male,1,0,1,light,2019,2019,https://boxrec.com/en/proboxer/872893
2345,"USA, California",Donald Brown,male,7,1,0,feather,2018,2019,https://boxrec.com/en/proboxer/849594
2345,"USA, California",Eric Pen,male,4,0,0,heavy,2018,2019,https://boxrec.com/en/proboxer/847104
2345,"USA, California, Glendale",Andre Marquez,male,3,1,0,feather,2019,2019,https://boxrec.com/en/proboxer/873849
2345,"USA, California",Iris Contreras,female,3,0,0,bantam,2017,2019,https://boxrec.com/en/proboxer/792103
2345,"USA, California",Ikeem Abdullah,male,3,0,1,super light,2019,2019,https://boxrec.com/en/proboxer/880441
2345,"USA, California",Tony Munoz,male,5,0,0,super middle,2018,2019,https://boxrec.com/en/proboxer/827849
2345,"USA, California, Maywood",Eric Mondragon,male,2,0,0,light,2019,2019,https://boxrec.com/en/proboxer/868619
2345,"USA, California",Adrian Valdovinos,male,4,0,1,light,2018,2019,https://boxrec.com/en/proboxer/836851
2345,"USA, California, Maywood",Jose Casillas,male,3,0,0,bantam,2018,2019,https://boxrec.com/en/proboxer/830264
2345,"USA, California",Jesse Rosales,male,2,0,0,super fly,2019,2019,https://boxrec.com/en/proboxer/873448
2345,"USA, California, Bell",Raymond Otanez,male,4,0,0,feather,2017,2019,https://boxrec.com/en/proboxer/808781
2345,"USA, California",Jessie Nares,male,2,1,0,super light,2019,2019,https://boxrec.com/en/proboxer/883788
2345,"USA, California",Adrian Ortega,male,1,0,0,super fly,2019,2019,https://boxrec.com/en/proboxer/883503
2345,"USA, California",Derion Chapman,male,3,6,1,super middle,2017,2019,https://boxrec.com/en/proboxer/802637
2345,"USA, California",Fernando Caro,male,3,3,0,heavy,2017,2019,https://boxrec.com/en/proboxer/786719
2345,"USA, California",Ali Colon,male,1,0,0,heavy,2019,2019,https://boxrec.com/en/proboxer/886908
2345,"USA, California",Jorge Camacho,male,1,1,0,cruiser,2013,2018,https://boxrec.com/en/proboxer/641369
2345,"USA, California",Jonathan Alas,male,0,0,1,heavy,2018,2018,https://boxrec.com/en/proboxer/859803
2345,"USA, California",Ignacio Zambrano,male,2,5,0,heavy,2017,2019,https://boxrec.com/en/proboxer/783552
2345,"USA, California",Ali Ahmed,male,1,1,1,super light,2017,2019,https://boxrec.com/en/proboxer/783546
2345,"USA, California",Arian Sharif,male,1,1,1,middle,2016,2019,https://boxrec.com/en/proboxer/782099
2345,"USA, California",Tony Gonzalez,male,0,3,0,welter,2014,2019,https://boxrec.com/en/proboxer/693913
2345,"USA, California",Phillip Bounds,male,0,4,0,light,2015,2019,https://boxrec.com/en/proboxer/734165
2345,"USA, California",Gabriel Serrano,male,0,3,0,super light,2017,2019,https://boxrec.com/en/proboxer/794023
2345,"USA, California",Somethonit Phoumychack,male,0,7,0,welter,2018,2019,https://boxrec.com/en/proboxer/828197
2345,"USA, California",Moises Venegas,male,0,6,0,super feather,2018,2019,https://boxrec.com/en/proboxer/838740
2345,"USA, California",Antonio Lemus,male,0,1,0,feather,2018,2018,https://boxrec.com/en/proboxer/842034
2345,"USA, California",Elija Martinez,male,0,0,0,middle,2019,2019,https://boxrec.com/en/proboxer/878828
2346,"USA, California, Los Angeles",Gennadiy Golovkin,male,40,1,1,middle,2006,2019,https://boxrec.com/en/proboxer/356831
2346,"USA, California, Los Angeles",Daniel Roman,male,27,2,1,super bantam,2010,2019,https://boxrec.com/en/proboxer/549073
2346,"USA, California, Los Angeles",Ryan Garcia,male,19,0,0,light,2016,2019,https://boxrec.com/en/proboxer/765995
2346,"USA, California, Los Angeles",Azat Hovhannisyan,male,18,3,0,super bantam,2011,2019,https://boxrec.com/en/proboxer/568890
2346,"USA, California, Los Angeles",Arnold Barboza Jr,male,22,0,0,super light,2013,2019,https://boxrec.com/en/proboxer/655301
2346,"USA, California, Los Angeles",Ivan Redkach,male,23,4,1,welter,2009,2019,https://boxrec.com/en/proboxer/517769
2346,"USA, California, Los Angeles",Joet Gonzalez,male,23,1,0,feather,2012,2019,https://boxrec.com/en/proboxer/619127
2346,"USA, California, Los Angeles",Wale Omotoso,male,28,5,0,middle,2006,2019,https://boxrec.com/en/proboxer/897935
2346,"USA, California, Los Angeles",Romero Duno,male,21,2,0,light,2014,2019,https://boxrec.com/en/proboxer/696193
2346,"USA, California, Los Angeles",Vyacheslav Shabranskyy,male,21,2,0,light heavy,2012,2019,https://boxrec.com/en/proboxer/626314
2346,"USA, California, Los Angeles",Terrel Williams,male,18,1,0,welter,2008,2019,https://boxrec.com/en/proboxer/471653
2346,"USA, California, Los Angeles",Taras Shelestyuk,male,17,0,0,welter,2013,2019,https://boxrec.com/en/proboxer/645118
2346,"USA, California, Los Angeles",Manny Robles III,male,18,0,0,feather,2012,2019,https://boxrec.com/en/proboxer/628113
2346,"USA, California, Los Angeles",Ricardo Rodriguez,male,16,7,0,fly,2011,2018,https://boxrec.com/en/proboxer/569060
2346,"USA, California, Los Angeles",Dardan Zenunaj,male,15,6,0,light,2011,2019,https://boxrec.com/en/proboxer/561516
2346,"USA, California, Los Angeles",Ablaikhan Khussainov,male,10,0,0,light,2015,2019,https://boxrec.com/en/proboxer/746251
2346,"USA, California, Los Angeles",Carlos Maldonado,male,11,4,0,fly,2015,2019,https://boxrec.com/en/proboxer/734087
2346,"USA, California, Los Angeles",Andreas Katzourakis,male,4,0,0,middle,2018,2019,https://boxrec.com/en/proboxer/838613
2346,"USA, California, Los Angeles",Rudy Garcia,male,10,0,0,super bantam,2016,2019,https://boxrec.com/en/proboxer/759591
2346,"USA, California, Los Angeles",Francisco Ochoa,male,16,0,0,super feather,2015,2019,https://boxrec.com/en/proboxer/716606
2346,"USA, California, Los Angeles",Iago Kiladze,male,26,4,1,heavy,2007,2019,https://boxrec.com/en/proboxer/422432
2346,"USA, California, Los Angeles",Triantafyllos Mavidis,male,7,0,0,super middle,2018,2019,https://boxrec.com/en/proboxer/859727
2346,"USA, California, Los Angeles",Rock Dodler Myrthil,male,16,0,0,super light,2017,2019,https://boxrec.com/en/proboxer/788798
2346,"USA, California, Los Angeles",Rafael Gramajo,male,11,2,2,super bantam,2012,2019,https://boxrec.com/en/proboxer/611236
2346,"USA, California, Los Angeles",Cleotis Pendarvis,male,21,5,2,super welter,2004,2019,https://boxrec.com/en/proboxer/283319
2346,"USA, California, Los Angeles",Jonathan Rice,male,13,4,1,heavy,2014,2019,https://boxrec.com/en/proboxer/679276
2346,"USA, California, Los Angeles",Marvin Cabrera,male,10,1,0,super welter,2016,2019,https://boxrec.com/en/proboxer/772983
2346,"USA, California, Los Angeles",Israel Duffus,male,19,6,0,light heavy,2011,2019,https://boxrec.com/en/proboxer/560448
2346,"USA, California, Los Angeles",Viktor Slavinskyi,male,10,0,1,super feather,2017,2019,https://boxrec.com/en/proboxer/790557
2346,"USA, California, Los Angeles",Gaku Takahashi,male,16,10,1,welter,2006,2019,https://boxrec.com/en/proboxer/358848
2346,"USA, California, Los Angeles",Michael Norato,male,8,0,0,light,2015,2019,https://boxrec.com/en/proboxer/715011
2346,"USA, California, Los Angeles",Ivan Delgado,male,13,3,2,light,2014,2019,https://boxrec.com/en/proboxer/676232
2346,"USA, California, Los Angeles",Julian Rodarte,male,17,0,1,light,2015,2019,https://boxrec.com/en/proboxer/720833
2346,"USA, California, Los Angeles",Oluwafemi Oyeleye,male,11,0,0,super welter,2016,2019,https://boxrec.com/en/proboxer/781365
2346,"USA, California, Los Angeles",Avery Gibson,male,9,8,4,heavy,2012,2019,https://boxrec.com/en/proboxer/622969
2346,"USA, California, Los Angeles",Brian Jones,male,15,11,0,welter,2012,2019,https://boxrec.com/en/proboxer/623060
2346,"USA, California, Los Angeles",Roger Robert Carmona,male,2,0,0,welter,2018,2019,https://boxrec.com/en/proboxer/848334
2346,"USA, California, Los Angeles",Brandyn Lynch,male,10,1,0,super welter,2016,2019,https://boxrec.com/en/proboxer/776245
2346,"USA, California, Los Angeles",Vlad Panin,male,6,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/816139
2346,"USA, California, Los Angeles",Stelios Papadopoulos,male,12,0,2,super welter,2016,2019,https://boxrec.com/en/proboxer/752010
2346,"USA, California, Los Angeles",Diego Pacheco,male,6,0,0,middle,2018,2019,https://boxrec.com/en/proboxer/865105
2346,"USA, California, Los Angeles",Tenochtitlan Nava,male,7,2,0,super feather,2016,2019,https://boxrec.com/en/proboxer/748490
2346,"USA, California, Los Angeles",Manuel Alejandro Reyes,male,11,5,1,welter,2012,2019,https://boxrec.com/en/proboxer/636762
2346,"USA, California, Los Angeles",Yulian Tembotov,male,8,0,0,welter,2016,2019,https://boxrec.com/en/proboxer/778091
2346,"USA, California, Los Angeles",Lorraine Villalobos,female,4,2,0,minimum,2017,2019,https://boxrec.com/en/proboxer/805254
2346,"USA, California, Los Angeles",Aaron McKenna,male,9,0,0,welter,2017,2019,https://boxrec.com/en/proboxer/820006
2346,"USA, California, Los Angeles",Simon Pierre Adde,male,6,1,0,cruiser,2018,2019,https://boxrec.com/en/proboxer/835709
