,name,wins,draws,losses,location,division,average_weight,average_opponent_weight,opp_points,bouts_fought,win by knockout,win by split decision,win by technical knockout,win by unanimous decision,sex,total_points
757,Roy King,12.0,1.0,4.0,"USA, Tennessee, Johnson City",light heavy,,,0.0,17.0,,,,,male,85.0
758,Brad Austin,13.0,0.0,30.0,"USA, Tennessee, Johnson City",cruiser,,,0.0,43.0,,,,,male,-170.0
759,Adam Townsend,3.0,0.0,0.0,"USA, Tennessee, Johnson City",super middle,184.41666666666666,178.66666666666666,0.0,3.0,0.0,0.0,0.0,0.0,male,30.0
760,Dustin Long,2.0,2.0,1.0,"USA, Tennessee, Johnson City",heavy,206.79166666666666,209.08333333333334,3.0,5.0,1.0,0.0,1.0,0.0,male,27.0
761,Nicholas Jewell,0.0,0.0,1.0,"USA, Tennessee, Johnson City",cruiser,193.25,201.5,30.0,1.0,0.0,0.0,0.0,0.0,male,20.0
762,Michael Blocker,0.0,0.0,3.0,"USA, South Carolina, Spartanburg",welter,146.0,148.08333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
763,Carlos Hernandez,4.0,1.0,3.0,"USA, Connecticut, Bridgeport",super light,141.03571428571428,140.14285714285714,5.625,8.0,0.0,0.0,1.0,1.0,male,39.925
764,Oscar Bonilla,6.0,2.0,3.0,"USA, Connecticut, Bridgeport",super light,135.45,135.175,2.727272727272727,11.0,0.0,1.0,1.0,4.0,male,42.72727272727273
765,Jacob Marrero,4.0,0.0,0.0,"USA, Connecticut, Bridgeport",super feather,129.0,129.875,0.0,4.0,0.0,0.0,3.0,1.0,male,40.0
766,Tre'Sean Wiggins,11.0,3.0,4.0,"USA, New York, Newburgh",super light,,,0.0,18.0,,,,,male,85.0
767,Kiante Irving,6.0,0.0,0.0,"USA, Pennsylvania, Beaver Falls",super middle,166.95833333333334,167.79166666666666,10.0,6.0,3.0,0.0,3.0,0.0,male,70.0
768,Angel Gladney,10.0,1.0,15.0,"USA, South Carolina",super feather,127.82,127.26086956521739,5.769230769230769,26.0,0.0,2.0,5.0,1.0,female,-38.23076923076923
769,Paul Carroll,2.0,0.0,1.0,"USA, South Carolina",super bantam,119.0,119.33333333333333,0.0,3.0,0.0,0.0,0.0,0.0,male,10.0
770,Gilberto Jacobs,3.0,0.0,6.0,"USA, South Carolina",super middle,173.5,174.75,1.6666666666666667,9.0,2.0,0.0,0.0,0.0,male,-28.333333333333332
771,Mark Anderson,3.0,1.0,17.0,"USA, South Carolina",middle,166.75,167.32142857142858,6.428571428571429,21.0,0.0,0.0,2.0,1.0,male,-128.57142857142858
772,Darryl Watson,1.0,0.0,13.0,"USA, South Carolina",super feather,133.66071428571428,135.07142857142858,2.142857142857143,14.0,0.0,0.0,1.0,0.0,male,-117.85714285714286
773,Michael Smith,0.0,0.0,5.0,"USA, South Carolina",feather,127.75,131.25,6.0,5.0,0.0,0.0,0.0,0.0,male,-44.0
774,Kenny Hill,0.0,0.0,2.0,"USA, South Carolina",middle,154.75,149.625,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
775,Deon Johnson,0.0,0.0,4.0,"USA, South Carolina",super fly,114.5625,114.25,0.0,4.0,0.0,0.0,0.0,0.0,male,-40.0
776,Shawn Nelson,0.0,0.0,3.0,"USA, South Carolina",cruiser,186.58333333333334,187.08333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
777,Darius Taylor,0.0,0.0,1.0,"USA, South Carolina",unknown,159.0,151.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
778,Solon Staley,1.0,0.0,4.0,"USA, South Carolina, Swansea",welter,141.15,141.6,9.0,5.0,0.0,0.0,0.0,1.0,male,-21.0
779,Alex Vanasse,4.0,0.0,1.0,"USA, New York, Carmel",cruiser,198.0,209.95,0.0,5.0,0.0,0.0,4.0,0.0,male,30.0
780,Coy Lanbert,6.0,0.0,21.0,"USA, South Carolina, Summerville",middle,162.3653846153846,161.65740740740742,4.444444444444445,27.0,0.0,0.0,2.0,0.0,male,-145.55555555555554
781,Rosalindo Morales,3.0,0.0,0.0,"USA, Pennsylvania, Ellwood City",light,137.41666666666666,136.83333333333334,10.0,3.0,0.0,0.0,0.0,2.0,male,43.2
782,Treavon Craycraft,2.0,0.0,0.0,"USA, Ohio, Gallipolis",middle,156.625,157.5,7.5,2.0,0.0,0.0,0.0,2.0,male,27.5
783,Omar Bordoy,9.0,0.0,1.0,"USA, Connecticut, Danbury",super light,140.675,139.425,6.0,10.0,2.0,1.0,1.0,5.0,male,92.0
784,Stacey Anderson,0.0,0.0,6.0,"USA, Virginia, Falls Church",welter,143.0,143.66666666666666,0.0,6.0,0.0,0.0,0.0,0.0,male,-60.0
785,Therran Smalls,0.0,0.0,6.0,"USA, South Carolina, Charleston",middle,162.375,163.66666666666666,2.5,6.0,0.0,0.0,0.0,0.0,male,-57.5
786,Marcus Coney,2.0,1.0,2.0,"USA, West Virginia, Huntington",light,138.6,139.5,0.0,5.0,1.0,0.0,0.0,1.0,male,13.2
787,Hassan Haggler,1.0,0.0,3.0,"USA, West Virginia, Huntington",super middle,172.1875,175.9375,0.0,4.0,1.0,0.0,0.0,0.0,male,-20.0
788,Bryant Costello,1.0,0.0,1.0,"USA, New York, Liberty",super welter,155.91666666666666,154.16666666666666,7.5,2.0,0.0,0.0,1.0,0.0,male,7.5
789,Nicholas Lavin,5.0,0.0,11.0,"USA, Connecticut, Derby",cruiser,188.078125,190.4375,2.8125,16.0,1.0,0.0,3.0,1.0,male,-57.1875
790,Maurice Jones,6.0,0.0,0.0,"USA, North Carolina, Asheville",heavy,276.9583333333333,237.5,0.0,6.0,2.0,0.0,3.0,1.0,male,60.0
791,Tim Skolnik,2.0,1.0,0.0,"USA, New York, Kerhonkson",heavy,239.5,213.08333333333334,5.0,3.0,1.0,0.0,1.0,0.0,male,30.0
792,Chris Brown,2.0,2.0,5.0,"USA, Ohio, South Point",heavy,242.53571428571428,231.625,1.6666666666666667,9.0,0.0,0.0,1.0,1.0,male,-13.179487179487179
793,Ethan Hayes,1.0,0.0,0.0,"USA, West Virginia, Kenova",super welter,158.0,156.25,15.0,1.0,0.0,0.0,0.0,1.0,male,25.0
794,Chad Dawson,36.0,0.0,5.0,"USA, Connecticut, New Haven",light heavy,,,0.0,41.0,,,,,male,310.0
795,Tramaine Williams,19.0,0.0,0.0,"USA, Connecticut, New Haven",super bantam,,,0.0,19.0,,,,,male,190.0
796,Charles Foster,19.0,0.0,0.0,"USA, Connecticut, New Haven",light heavy,,,0.0,19.0,,,,,male,190.0
797,William Foster III,10.0,0.0,0.0,"USA, Connecticut, New Haven",super feather,130.47727272727272,130.5681818181818,12.0,10.0,0.0,0.0,7.0,3.0,male,144.8
798,Elvin Ayala,29.0,1.0,13.0,"USA, Connecticut, New Haven",super welter,,,0.0,43.0,,,,,male,165.0
799,Jimmy Williams,16.0,2.0,3.0,"USA, Connecticut, New Haven",super welter,149.92045454545453,,0.0,21.0,0.0,0.0,0.0,0.0,male,140.0
800,Elvis Figueroa,7.0,0.0,0.0,"USA, Connecticut, New Haven",super middle,167.32142857142858,166.91666666666666,6.428571428571429,7.0,1.0,0.0,2.0,3.0,male,76.42857142857143
801,Anuel Rosa,2.0,0.0,0.0,"USA, Connecticut, New Haven",super light,136.5,143.0,0.0,2.0,0.0,0.0,0.0,0.0,male,20.0
802,Cory Phelps,16.0,1.0,12.0,"USA, Kentucky, Catlettsburg",heavy,192.92857142857142,196.02777777777777,8.275862068965518,29.0,0.0,0.0,8.0,7.0,male,55.82131661442006
803,Marisa Messer-Belenchia,1.0,0.0,0.0,"USA, Connecticut, East Haven",super fly,110.0,110.0,0.0,1.0,0.0,0.0,0.0,1.0,female,10.0
804,Daniel Sostre,13.0,1.0,20.0,"USA, New York, Highland",welter,143.1590909090909,144.3984375,3.9705882352941178,34.0,1.0,0.0,4.0,6.0,male,-61.029411764705884
805,Juan Mancilla,1.0,0.0,1.0,"USA, New York, East Hampton",middle,153.875,153.375,0.0,2.0,0.0,0.0,1.0,0.0,male,0.0
806,Travis Hanshaw,15.0,1.0,1.0,"USA, Kentucky, Ashland",super middle,160.30882352941177,161.4264705882353,13.235294117647058,17.0,2.0,2.0,5.0,6.0,male,192.23529411764707
807,Bill Yates,5.0,0.0,2.0,"USA, Kentucky, Ashland",cruiser,202.92857142857142,251.35714285714286,4.285714285714286,7.0,2.0,1.0,0.0,2.0,male,34.285714285714285
808,Thomas Hanshaw,11.0,0.0,8.0,"USA, Kentucky, Ashland",cruiser,,,0.0,19.0,,,,,male,30.0
809,Luke Lyons,5.0,1.0,2.0,"USA, Kentucky, Ashland",heavy,232.21875,248.09375,3.75,8.0,2.0,0.0,0.0,3.0,male,43.90384615384615
810,Vinnie Denierio,3.0,0.0,7.0,"USA, New York, Elmira",light,134.5,134.15,3.0,10.0,0.0,1.0,1.0,0.0,male,-28.0
811,Helen Joseph,17.0,2.0,3.0,"USA, Connecticut, Hamden",bantam,,,0.0,22.0,,,,,female,150.0
812,Steven New,0.0,1.0,0.0,"USA, Tennessee, Greeneville",super middle,165.5,165.5,0.0,1.0,0.0,0.0,0.0,0.0,male,5.0
813,Adam Collins,14.0,0.0,15.0,"USA, Ohio, Ironton",cruiser,183.80555555555554,185.2037037037037,4.137931034482759,29.0,2.0,0.0,6.0,5.0,male,-5.862068965517241
814,Rocco Nolfi,0.0,1.0,0.0,"USA, Ohio, Lowellville",heavy,258.0,220.0,0.0,1.0,0.0,0.0,0.0,0.0,male,5.0
815,Jair Ramos,5.0,2.0,3.0,"USA, Connecticut, Waterbury",welter,140.9,140.65,6.0,10.0,0.0,0.0,2.0,2.0,male,36.0
816,Willie Nelson,27.0,1.0,3.0,"USA, Ohio, Youngstown",super welter,149.88709677419354,,0.0,31.0,0.0,0.0,0.0,0.0,male,245.0
817,Alejandro Salinas,10.0,0.0,3.0,"USA, Ohio, Youngstown",light,132.80769230769232,133.67307692307693,6.923076923076923,13.0,2.0,0.0,5.0,1.0,male,103.13360323886639
818,Danny Rosenberger,6.0,4.0,7.0,"USA, Ohio, Youngstown",middle,152.65277777777777,153.23611111111111,17.647058823529413,17.0,0.0,0.0,1.0,4.0,male,30.147058823529413
819,Vincent O'Neill,4.0,1.0,2.0,"USA, Ohio, Youngstown",super light,137.08333333333334,136.0,12.857142857142858,7.0,1.0,0.0,1.0,2.0,male,37.85714285714286
820,Lavelle Hadley,3.0,0.0,4.0,"USA, Ohio, Youngstown",super middle,156.03571428571428,155.39285714285714,0.0,7.0,1.0,0.0,1.0,1.0,male,-10.0
821,Brandon Alexander,4.0,0.0,0.0,"USA, Ohio, Zanesville",super welter,153.0,152.75,0.0,4.0,2.0,0.0,0.0,1.0,male,50.125
822,Anthony Congemi,1.0,0.0,0.0,"USA, Ohio, Youngstown",heavy,243.0,233.0,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
823,Anthony Taylor,4.0,0.0,4.0,"USA, Ohio, Youngstown",super bantam,113.78125,115.15625,1.875,8.0,0.0,1.0,1.0,0.0,male,1.875
824,Daniel Infante,1.0,0.0,3.0,"USA, Ohio, Youngstown",heavy,229.5,224.6875,0.0,4.0,0.0,0.0,0.0,1.0,male,-20.0
825,John Gregory,2.0,0.0,2.0,"USA, Ohio, Youngstown",welter,146.625,146.25,0.0,4.0,0.0,0.0,1.0,1.0,male,2.5
826,Steven Chesnik,0.0,0.0,12.0,"USA, Ohio, Zanesville",light heavy,159.88636363636363,160.8409090909091,2.5,12.0,0.0,0.0,0.0,0.0,male,-117.5
827,Carlos Marrero,2.0,1.0,3.0,"USA, Connecticut",light,130.66666666666666,131.375,5.0,6.0,0.0,1.0,0.0,1.0,male,2.8
828,Ryizeemmion Ford,3.0,0.0,0.0,"USA, Ohio, Alliance",light,129.25,130.16666666666666,0.0,3.0,1.0,0.0,1.0,1.0,male,38.5
829,Javier Frazier,8.0,1.0,12.0,"USA, South Carolina, Aiken",middle,163.51190476190476,161.61904761904762,2.142857142857143,21.0,0.0,0.0,4.0,3.0,male,-32.857142857142854
830,Keasen Freeman,4.0,0.0,8.0,"USA, South Carolina, Aiken",super light,145.875,145.52083333333334,0.0,12.0,0.0,0.0,2.0,2.0,male,-40.0
831,Kevin Mario Cooper,1.0,1.0,20.0,"USA, South Carolina, Aiken",welter,145.97727272727272,146.3068181818182,2.0454545454545454,22.0,1.0,0.0,0.0,0.0,male,-182.95454545454547
832,Nicholas Rodriguez,1.0,1.0,11.0,"USA, Ohio, Beaver Creek",super feather,128.01923076923077,128.42307692307693,4.615384615384615,13.0,0.0,0.0,0.0,0.0,male,-90.38461538461539
833,Nathan Martinez,6.0,0.0,0.0,"USA, Connecticut, New Britain",feather,124.16666666666667,124.91666666666667,10.0,6.0,1.0,0.0,1.0,4.0,male,70.0
834,Tyler Collins,0.0,0.0,2.0,"USA, Ohio, Lake Milton",middle,161.0,160.0,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
835,Cassius Chaney,17.0,0.0,0.0,"USA, Connecticut, New London",heavy,,,0.0,17.0,,,,,male,170.0
836,Marcia Agripino,3.0,1.0,2.0,"USA, Connecticut, Groton",super bantam,118.75,119.5,12.5,6.0,0.0,0.0,0.0,1.0,female,27.5
837,Marlon Williams,5.0,0.0,1.0,"USA, Ohio, Warren",heavy,203.8,199.8,7.5,6.0,0.0,0.0,3.0,2.0,male,47.5
838,Richard Rivera,14.0,0.0,0.0,"USA, Connecticut, Hartford",cruiser,182.203125,188.578125,16.071428571428573,14.0,2.0,0.0,9.0,3.0,male,208.75142857142856
839,Mike Oliver,26.0,1.0,10.0,"USA, Connecticut, Hartford",feather,,,0.0,37.0,,,,,male,165.0
840,Sharad Collier,4.0,1.0,0.0,"USA, Connecticut, Hartford",light,141.95,143.6,0.0,5.0,0.0,0.0,3.0,1.0,male,45.0
841,Anthony Ortiz,1.0,0.0,0.0,"USA, Connecticut, Hartford",super fly,114.75,116.75,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
842,Victor Medina,1.0,0.0,0.0,"USA, Connecticut, Hartford",super bantam,120.25,121.25,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
843,Jonathan Figueroa,2.0,0.0,2.0,"USA, Connecticut, Hartford",welter,142.0625,144.0625,0.0,4.0,1.0,0.0,0.0,1.0,male,0.0
844,Mykquan Williams,15.0,1.0,0.0,"USA, Connecticut, East Hartford",super light,,,0.0,16.0,,,,,male,155.0
845,Anthony Laureano,12.0,0.0,0.0,"USA, Connecticut, East Hartford",super light,140.67307692307693,141.28846153846155,7.5,12.0,0.0,0.0,3.0,5.0,male,164.40934065934067
846,Cory Schooley,0.0,1.0,3.0,"USA, Ohio, Lancaster",heavy,202.625,196.25,0.0,4.0,0.0,0.0,0.0,0.0,male,-25.0
847,Davmond Carter,1.0,1.0,2.0,"USA, New York, Jamestown",heavy,219.375,238.8125,0.0,4.0,0.0,0.0,1.0,0.0,male,-3.0
848,Desmond Lyons,6.0,0.0,1.0,"USA, South Carolina, North Augusta",super light,136.64285714285714,136.75,10.714285714285714,7.0,1.0,0.0,1.0,4.0,male,60.714285714285715
849,Justin DeLoach,18.0,0.0,4.0,"USA, Georgia, Augusta",welter,152.25,151.5909090909091,6.818181818181818,22.0,5.0,0.0,4.0,9.0,male,217.9324675324675
850,Jose Carlos Rivera,8.0,1.0,4.0,"USA, Connecticut, Manchester",super welter,159.34615384615384,158.8653846153846,5.769230769230769,13.0,2.0,0.0,3.0,3.0,male,58.4055944055944
851,Brandon Spencer,8.0,2.0,18.0,"USA, Georgia, Augusta",heavy,297.6203703703704,238.8148148148148,11.25,28.0,3.0,0.0,1.0,2.0,male,-69.75
852,Aaron Casper,5.0,0.0,3.0,"USA, Georgia, Augusta",light heavy,173.5,172.25,11.25,8.0,1.0,0.0,3.0,1.0,male,31.25
853,Fernando Bunch,9.0,0.0,0.0,"USA, Georgia, Augusta",light,135.36111111111111,137.44444444444446,5.0,9.0,2.0,0.0,3.0,3.0,male,95.0
854,Tyrone Guy,0.0,2.0,0.0,"USA, Georgia, Augusta",heavy,213.5,220.5,0.0,2.0,0.0,0.0,0.0,0.0,male,10.0
855,Jade Ealy,2.0,0.0,6.0,"USA, Georgia, Augusta",super middle,175.15625,175.9375,13.125,8.0,0.0,0.0,1.0,1.0,male,-26.875
856,Mike Diorio,0.0,0.0,2.0,"USA, New York, Cortland",cruiser,179.125,180.125,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
857,Kingdamon Antoine,9.0,0.0,0.0,"USA, Ohio, Akron",feather,130.46875,130.0,8.333333333333334,9.0,2.0,0.0,5.0,2.0,male,98.33333333333333
858,Jose Rodriguez Jr,7.0,0.0,0.0,"USA, Ohio, Akron",middle,158.75,159.07142857142858,4.285714285714286,7.0,0.0,0.0,5.0,2.0,male,74.28571428571429
859,David Rodriguez,2.0,0.0,0.0,"USA, Ohio, Akron",super welter,151.5,154.0,0.0,2.0,0.0,0.0,0.0,2.0,male,20.0
860,Martez Williamson,3.0,1.0,26.0,"USA, Ohio, Akron",cruiser,189.0,188.6293103448276,3.0,30.0,0.0,0.0,0.0,2.0,male,-222.0
861,Dominique Crowder,2.0,0.0,0.0,"USA, New York, Hyde Park",feather,124.125,127.625,0.0,2.0,1.0,0.0,1.0,0.0,male,20.0
862,Cory Dulaney,5.0,3.0,10.0,"USA, Ohio, Whitehall",super welter,163.39473684210526,163.81578947368422,7.5,18.0,0.0,2.0,1.0,2.0,male,-16.0
863,Anthony Velazquez,8.0,0.0,0.0,"USA, Massachusetts, Springfield",welter,147.8125,146.78125,1.875,8.0,3.0,0.0,5.0,0.0,male,81.875
864,Derrick Whitley Jr,6.0,1.0,1.0,"USA, Massachusetts, Springfield",welter,149.34375,147.90625,13.125,8.0,0.0,0.0,0.0,6.0,male,68.125
865,Jalen Renaud,3.0,0.0,0.0,"USA, Massachusetts, Springfield",middle,153.41666666666666,156.16666666666666,0.0,3.0,0.0,0.0,1.0,2.0,male,30.0
866,Reinaldo Graceski,5.0,1.0,1.0,"USA, Massachusetts, Springfield",light heavy,174.33333333333334,175.20833333333334,2.142857142857143,7.0,0.0,0.0,3.0,2.0,male,47.142857142857146
867,Jose Angel Ortiz,5.0,1.0,14.0,"USA, Massachusetts, Springfield",welter,,,0.0,20.0,,,,,male,-85.0
868,Elliott Brown,2.0,0.0,11.0,"USA, Pennsylvania, Erie",super light,137.375,137.125,1.1538461538461537,13.0,0.0,0.0,1.0,0.0,male,-88.84615384615384
869,Rollin Whitley,1.0,0.0,0.0,"USA, Massachusetts, Springfield",super light,141.25,137.25,0.0,1.0,0.0,0.0,0.0,1.0,male,10.0
870,Liz Humphries,0.0,1.0,0.0,"USA, Massachusetts, Springfield",light,134.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,female,5.0
871,Angel Vazquez,0.0,0.0,1.0,"USA, Massachusetts, Springfield",cruiser,175.25,174.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
872,Nick Brinson,19.0,2.0,5.0,"USA, New York, Geneva",middle,163.40384615384616,163.57692307692307,9.23076923076923,26.0,1.0,1.0,7.0,8.0,male,174.89743589743588
873,Karen Dulin,3.0,1.0,22.0,"USA, Rhode Island, North Kingstown",bantam,124.14,123.54,4.615384615384615,26.0,1.0,0.0,0.0,2.0,female,-180.3846153846154
874,Roy Barringer,6.0,0.0,3.0,"USA, Ohio",middle,,,0.0,9.0,,,,,male,30.0
875,Muhammad Abdullah,4.0,1.0,1.0,"USA, Ohio",cruiser,193.39285714285714,192.71428571428572,10.0,6.0,0.0,0.0,2.0,1.0,male,48.2
876,Travis Jerig,3.0,1.0,3.0,"USA, Ohio",middle,155.03125,153.84375,10.714285714285714,7.0,0.0,0.0,0.0,1.0,male,15.714285714285714
877,Ben Schlater,4.0,3.0,1.0,"USA, Ohio",middle,161.66666666666666,160.02777777777777,5.625,8.0,0.0,1.0,2.0,2.0,male,50.625
878,Michael Evans,2.0,0.0,0.0,"USA, Ohio",light,140.0,144.625,0.0,2.0,0.0,0.0,0.0,0.0,male,20.0
879,Anjel Lerma,1.0,0.0,1.0,"USA, Ohio",welter,148.125,146.875,0.0,2.0,1.0,0.0,0.0,0.0,male,0.0
880,Dib Kaddah,0.0,1.0,3.0,"USA, Ohio",super light,140.4375,141.25,3.75,4.0,0.0,0.0,0.0,0.0,male,-21.25
881,Crystal Byers,0.0,0.0,8.0,"USA, Ohio",super welter,151.21428571428572,153.90625,18.75,8.0,0.0,0.0,0.0,0.0,female,-61.25
882,Shawn Rall,0.0,0.0,3.0,"USA, Ohio",welter,144.66666666666666,143.08333333333334,0.0,3.0,0.0,0.0,0.0,0.0,male,-30.0
883,Ashley Futrell,0.0,0.0,1.0,"USA, Ohio, Medina",super middle,159.5,160.25,0.0,1.0,0.0,0.0,0.0,0.0,female,-10.0
884,Rashid Stevens,4.0,0.0,0.0,"USA, Ohio, Columbus",feather,141.25,141.08333333333334,7.5,4.0,2.0,0.0,0.0,1.0,male,47.5
885,Carlos Jackson,15.0,0.0,0.0,"USA, Georgia, Clayton",super bantam,124.39285714285714,125.26785714285714,9.0,15.0,1.0,0.0,7.0,5.0,male,164.44444444444446
886,Wilfredo Flores,8.0,0.0,0.0,"USA, New York, Dunkirk",light,138.65625,138.71875,11.25,8.0,1.0,0.0,2.0,3.0,male,102.77941176470588
887,Jamie Walker,9.0,2.0,2.0,"USA, Ohio, Columbus",super welter,,,0.0,13.0,,,,,male,80.0
888,Michael Glasscox,6.0,2.0,3.0,"USA, Ohio, Columbus",cruiser,214.55769230769232,235.23076923076923,10.909090909090908,11.0,1.0,0.0,3.0,1.0,male,50.90909090909091
889,Tim Bronson,3.0,0.0,11.0,"USA, Oklahoma, Grove",heavy,223.51785714285714,220.21428571428572,2.142857142857143,14.0,0.0,0.0,1.0,1.0,male,-77.85714285714286
890,Travis Davis,4.0,0.0,0.0,"USA, Ohio, Columbus",cruiser,205.875,211.5,3.75,4.0,0.0,1.0,2.0,1.0,male,45.25
891,James Roach,5.0,0.0,2.0,"USA, Oklahoma, Grove",super light,139.4375,139.75,4.285714285714286,7.0,1.0,0.0,4.0,0.0,male,36.285714285714285
892,Anthony Hines,1.0,0.0,0.0,"USA, Massachusetts, Dorchester",super middle,170.0,171.75,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
893,Martegus Martin,0.0,0.0,6.0,"USA, Ohio, Columbus",welter,143.20833333333334,141.83333333333334,0.0,6.0,0.0,0.0,0.0,0.0,male,-60.0
894,Will Madera,14.0,3.0,0.0,"USA, New York, Albany",light,,,0.0,17.0,,,,,male,155.0
895,Abraham Nova,17.0,0.0,0.0,"USA, New York, Albany",super feather,130.8235294117647,131.10294117647058,10.588235294117647,17.0,4.0,0.0,9.0,3.0,male,238.80683994528044
896,Ray Jay Bermudez,9.0,0.0,0.0,"USA, New York, Albany",super light,140.61111111111111,141.55555555555554,5.0,9.0,2.0,0.0,4.0,3.0,male,95.0
897,Brandon Lynch,1.0,0.0,0.0,"USA, New York, Albany",heavy,237.25,208.25,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
898,Kenneth Council,10.0,1.0,3.0,"USA, Tennessee, Knoxville",middle,156.03846153846155,156.28846153846155,10.714285714285714,14.0,2.0,0.0,6.0,2.0,male,88.14906832298136
899,Chaise Nelson,10.0,0.0,1.0,"USA, Ohio, Mansfield",feather,126.47727272727273,125.86363636363636,6.818181818181818,11.0,1.0,0.0,2.0,6.0,male,96.81818181818181
900,Wilfredo Pagan,6.0,0.0,1.0,"USA, Massachusetts, Southbridge",welter,145.42857142857142,147.10714285714286,6.428571428571429,7.0,0.0,0.0,3.0,1.0,male,56.42857142857143
901,Latiss Norman,4.0,0.0,5.0,"USA, Ohio, East Cleveland",super middle,161.75,162.27777777777777,6.666666666666667,9.0,0.0,0.0,2.0,2.0,male,-1.333333333333333
902,Lawrence Gabriel,3.0,1.0,2.0,"USA, New York, Syracuse",heavy,202.0,208.45833333333334,0.0,6.0,0.0,0.0,2.0,1.0,male,15.0
903,Curtis Stevens,30.0,0.0,7.0,"USA, New York, Brownsville",super welter,,,0.0,37.0,,,,,male,230.0
904,Darrion Lawson,2.0,0.0,0.0,"USA, Georgia, Savannah",super middle,168.875,169.125,0.0,2.0,1.0,0.0,0.0,0.0,male,20.0
905,Charles Conwell,11.0,0.0,0.0,"USA, Ohio, Cleveland",super welter,,,0.0,11.0,,,,,male,110.0
906,Thomas Mattice,15.0,1.0,1.0,"USA, Ohio, Cleveland",light,,,0.0,17.0,,,,,male,145.0
907,Antonio Nieves,19.0,2.0,3.0,"USA, Ohio, Cleveland",bantam,,,0.0,24.0,,,,,male,170.0
908,Miguel Angel Gonzalez,25.0,0.0,4.0,"USA, Ohio, Cleveland",light,139.3448275862069,140.01724137931035,5.689655172413793,29.0,5.0,1.0,10.0,6.0,male,242.01465517241377
909,Michael Moore,18.0,0.0,3.0,"USA, Ohio, Cleveland",middle,,,0.0,21.0,,,,,male,150.0
910,Isaiah Steen,13.0,0.0,0.0,"USA, Ohio, Cleveland",middle,165.08928571428572,165.5,5.769230769230769,13.0,4.0,0.0,6.0,2.0,male,153.8803418803419
911,Ray Austin,29.0,4.0,10.0,"USA, Ohio, Cleveland",heavy,,,0.0,43.0,,,,,male,210.0
912,Montana Love,12.0,1.0,0.0,"USA, Ohio, Cleveland",super light,144.07692307692307,142.6153846153846,3.4615384615384617,13.0,2.0,0.0,3.0,4.0,male,167.24414715719064
913,Nick DeLomba,15.0,0.0,2.0,"USA, Rhode Island, Cranston",super light,143.97058823529412,,0.0,17.0,0.0,0.0,0.0,0.0,male,130.0
914,Alante Green,7.0,1.0,0.0,"USA, Ohio, Cleveland",cruiser,219.4375,216.875,7.5,8.0,2.0,0.0,3.0,2.0,male,96.55681818181819
915,Ramiro Hernandez,15.0,0.0,0.0,"USA, Ohio, Cleveland",feather,129.66071428571428,130.25,7.0,15.0,2.0,0.0,6.0,5.0,male,160.8709677419355
916,Prenice Brewer,21.0,1.0,4.0,"USA, Ohio, Cleveland",welter,140.52884615384616,140.76923076923077,17.884615384615383,26.0,0.0,1.0,8.0,12.0,male,223.3131868131868
917,Carla Torres,5.0,0.0,6.0,"USA, Ohio, Cleveland",super feather,127.25,128.675,9.545454545454545,11.0,0.0,2.0,0.0,3.0,female,33.265454545454546
918,Jean Pierre Augustin,17.0,1.0,1.0,"USA, Rhode Island, Cranston",heavy,217.5921052631579,237.68421052631578,3.1578947368421053,19.0,5.0,0.0,6.0,5.0,male,168.1578947368421
919,Shawn Miller,18.0,1.0,5.0,"USA, New York, Troy",cruiser,180.70454545454547,179.08695652173913,10.625,24.0,1.0,0.0,5.0,10.0,male,191.18364661654135
920,Fred Wilson Jr,6.0,2.0,0.0,"USA, Ohio, Cleveland",super welter,155.09375,155.5625,11.25,8.0,0.0,1.0,2.0,3.0,male,81.25
921,Roney Hines,7.0,0.0,0.0,"USA, Ohio, Cleveland",heavy,226.67857142857142,248.53571428571428,8.571428571428571,7.0,2.0,0.0,3.0,2.0,male,78.57142857142857
922,Brett Simmons,4.0,3.0,2.0,"USA, Ohio, Cleveland",welter,144.36111111111111,145.66666666666666,10.0,9.0,0.0,0.0,0.0,2.0,male,45.0
923,Jeremy Abram,3.0,0.0,2.0,"USA, Ohio, Cleveland",super feather,129.35,130.2,6.0,5.0,0.0,0.0,0.0,3.0,male,17.0
924,Darnell Pettis,4.0,0.0,15.0,"USA, Ohio, Cleveland",light,136.82894736842104,136.75,4.7368421052631575,19.0,0.0,2.0,0.0,2.0,male,-94.26315789473685
925,Omari Braxton,5.0,0.0,0.0,"USA, Ohio, Cleveland",heavy,202.9,200.3,0.0,5.0,0.0,0.0,3.0,2.0,male,58.75
