,name,wins,draws,losses,location,division,average_weight,average_opponent_weight,opp_points,bouts_fought,win by knockout,win by split decision,win by technical knockout,win by unanimous decision,sex,total_points
2898,Richard Martinez,1.0,0.0,2.0,"USA, Arizona, Tucson",bantam,116.58333333333333,115.66666666666667,10.0,3.0,0.0,0.0,1.0,0.0,male,0.0
2899,Edgar Medina,1.0,0.0,0.0,"USA, Arizona, Tucson",heavy,251.5,214.0,45.0,1.0,0.0,0.0,0.0,1.0,male,55.0
2900,Darryl Brown,0.0,0.0,1.0,"USA, Arizona, Tucson",light heavy,196.25,196.5,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2901,Edriech Rosa,3.0,0.0,0.0,"USA, Arizona, Florence",super fly,114.41666666666667,115.33333333333333,0.0,3.0,1.0,0.0,2.0,0.0,male,30.0
2902,Jesus Ibarra,9.0,0.0,0.0,"USA, Arizona, Apache Junction",super feather,126.22222222222223,129.03125,11.666666666666666,9.0,1.0,0.0,3.0,5.0,male,108.16666666666667
2903,Gregorio Torres,13.0,3.0,7.0,"USA, Arizona",super feather,125.0625,125.7625,10.434782608695652,23.0,2.0,2.0,7.0,2.0,male,85.43478260869566
2904,Dante Stone,3.0,0.0,1.0,"USA, Arizona",heavy,295.5833333333333,238.0,0.0,4.0,0.0,1.0,1.0,1.0,male,26.857142857142858
2905,Waldo Cortes Acosta,5.0,0.0,2.0,"USA, Arizona",heavy,241.53571428571428,269.89285714285717,4.285714285714286,7.0,0.0,1.0,2.0,2.0,male,38.285714285714285
2906,John Moraga,1.0,0.0,1.0,"USA, Arizona",feather,125.75,125.5,7.5,2.0,0.0,0.0,1.0,0.0,male,7.5
2907,Judas Estrada,1.0,1.0,1.0,"USA, Arizona, Nogales",welter,145.58333333333334,145.66666666666666,0.0,3.0,0.0,0.0,1.0,0.0,male,5.0
2908,Alex Moreno,2.0,0.0,0.0,"USA, Arizona, Gilbert",feather,130.0,129.375,0.0,2.0,0.0,0.0,1.0,1.0,male,20.0
2909,Eben Vargas,11.0,0.0,0.0,"USA, Arizona, Mesa",welter,148.38636363636363,147.27272727272728,10.909090909090908,11.0,2.0,0.0,3.0,6.0,male,129.4090909090909
2910,Micky Scala,1.0,0.0,0.0,"USA, Arizona, Mesa",super light,140.0,143.25,15.0,1.0,0.0,0.0,0.0,1.0,male,25.0
2911,Jose Castanon,0.0,0.0,1.0,"USA, Arizona, Mesa",light heavy,177.5,175.75,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2912,Misael Chacon,3.0,3.0,19.0,"USA, Arizona, Chandler",super light,133.5625,133.8913043478261,3.6,25.0,1.0,1.0,1.0,0.0,male,-139.9
2913,Zeljko Stipetic,1.0,0.0,0.0,"USA, Arizona, Scottsdale",cruiser,196.5,196.25,0.0,1.0,0.0,0.0,0.0,0.0,male,10.0
2914,David Damore,1.0,3.0,6.0,"USA, Arizona, Chandler",cruiser,199.1,196.3,0.0,10.0,0.0,0.0,0.0,1.0,male,-35.0
2915,Andres Ponce,0.0,0.0,1.0,"USA, Arizona, Scottsdale",super welter,156.25,153.25,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2916,Efrain Escudero,0.0,0.0,1.0,"USA, Arizona, Tempe",welter,178.25,177.5,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2917,James Browning,3.0,0.0,0.0,"USA, Arizona, Tempe",super feather,130.75,128.83333333333334,5.0,3.0,2.0,0.0,1.0,0.0,male,35.0
2918,Abel Ramos,25.0,2.0,3.0,"USA, Arizona, Casa Grande",welter,143.61206896551724,143.16071428571428,11.5,30.0,5.0,0.0,12.0,6.0,male,357.7368421052632
2919,Jesus Alejandro Ramos,11.0,0.0,0.0,"USA, Arizona, Casa Grande",welter,142.8181818181818,142.3409090909091,8.181818181818182,11.0,5.0,0.0,4.0,1.0,male,138.3693181818182
2920,Christian Sullivan,8.0,0.0,0.0,"USA, Arizona, Casa Grande",super bantam,119.96875,120.15625,7.5,8.0,0.0,0.0,5.0,3.0,male,95.5
2921,David Benavidez,22.0,0.0,0.0,"USA, Arizona, Phoenix",super middle,,,0.0,22.0,,,,,male,220.0
2922,Carlos Castro,24.0,0.0,0.0,"USA, Arizona, Phoenix",super bantam,123.54166666666667,,0.0,24.0,0.0,0.0,0.0,0.0,male,240.0
2923,Robert Manzanarez,38.0,0.0,3.0,"USA, Arizona, Phoenix",light,128.67073170731706,127.82317073170732,8.414634146341463,41.0,13.0,0.0,16.0,7.0,male,358.4146341463415
2924,Andrew Hernandez,20.0,2.0,8.0,"USA, Arizona, Phoenix",super middle,,,0.0,30.0,,,,,male,130.0
2925,Francisco De Vaca,20.0,0.0,1.0,"USA, Arizona, Phoenix",super bantam,,,0.0,21.0,,,,,male,190.0
2926,Cesar Alan Valenzuela,15.0,1.0,6.0,"USA, Arizona, Phoenix",light,129.1375,128.8,6.818181818181818,22.0,2.0,1.0,3.0,7.0,male,176.7312252964427
2927,Alexis Santiago,21.0,1.0,7.0,"USA, Arizona, Phoenix",super bantam,120.32407407407408,,0.0,29.0,0.0,0.0,0.0,0.0,male,145.0
2928,Jose Marrufo,12.0,2.0,9.0,"USA, Arizona, Phoenix",super light,140.93421052631578,140.71052631578948,7.173913043478261,23.0,0.0,0.0,1.0,8.0,male,111.7276655789752
2929,Fidel Hernandez,20.0,1.0,7.0,"USA, Arizona, Phoenix",super middle,,,0.0,28.0,,,,,male,135.0
2930,Keenan Carbajal,19.0,1.0,2.0,"USA, Arizona, Phoenix",feather,127.57142857142857,131.21428571428572,10.227272727272727,22.0,7.0,0.0,4.0,5.0,male,185.22727272727272
2931,Juan Kantun,21.0,3.0,8.0,"USA, Arizona, Phoenix",super fly,112.94444444444444,114.15,13.125,32.0,6.0,0.0,8.0,5.0,male,158.125
2932,Sulem Urbina,10.0,0.0,0.0,"USA, Arizona, Phoenix",fly,112.275,111.95,6.0,10.0,0.0,1.0,0.0,7.0,female,106.0
2933,Roberto Yong,7.0,2.0,18.0,"USA, Arizona, Phoenix",super middle,161.55769230769232,162.97115384615384,3.888888888888889,27.0,0.0,0.0,5.0,1.0,male,-48.20039682539682
2934,Jesus Aguinaga,5.0,2.0,9.0,"USA, Arizona, Phoenix",super feather,131.671875,131.421875,6.5625,16.0,0.0,0.0,0.0,4.0,male,31.57211538461538
2935,Adrian Servin,8.0,1.0,0.0,"USA, Arizona, Phoenix",super fly,112.63888888888889,113.27777777777777,3.3333333333333335,9.0,1.0,0.0,2.0,4.0,male,102.15151515151514
2936,Alexis Zazueta,12.0,0.0,0.0,"USA, Arizona, Phoenix",super fly,115.64583333333333,114.89583333333333,6.25,12.0,3.0,0.0,2.0,7.0,male,147.90991902834008
2937,Carlos Reyes,7.0,2.0,11.0,"USA, Arizona, Phoenix",cruiser,192.65,192.9125,3.0,20.0,0.0,0.0,5.0,2.0,male,-20.862068965517242
2938,Adam Stewart,8.0,1.0,0.0,"USA, Arizona, Phoenix",heavy,232.38888888888889,237.33333333333334,8.333333333333334,9.0,1.0,1.0,4.0,2.0,male,129.28138528138527
2939,Edward Ceballos,9.0,1.0,3.0,"USA, Arizona, Phoenix",feather,123.03571428571429,123.03571428571429,9.23076923076923,13.0,1.0,1.0,4.0,2.0,male,74.23076923076923
2940,Edgar Ortiz,8.0,1.0,2.0,"USA, Arizona, Phoenix",super bantam,117.95454545454545,116.8409090909091,4.090909090909091,11.0,2.0,2.0,2.0,2.0,male,69.0909090909091
2941,Luis Roy Suarez Cruz,13.0,0.0,2.0,"USA, Arizona, Phoenix",super bantam,118.53333333333333,119.01666666666667,3.0,15.0,4.0,0.0,3.0,6.0,male,113.0
2942,Emmanuel Nieves,5.0,0.0,0.0,"USA, Arizona, Phoenix",light,131.2,131.45,6.0,5.0,0.0,0.0,2.0,3.0,male,58.0
2943,Diamond J Baier,5.0,1.0,5.0,"USA, Arizona, Phoenix",super feather,128.425,128.825,2.727272727272727,11.0,1.0,0.0,2.0,2.0,male,7.727272727272727
2944,Elihu Soto,7.0,0.0,0.0,"USA, Arizona, Phoenix",fly,112.5,113.5,0.0,7.0,2.0,0.0,2.0,3.0,male,80.28571428571429
2945,David Courtney,3.0,0.0,9.0,"USA, Arizona, Phoenix",light,134.02083333333334,135.33333333333334,2.5,12.0,0.0,0.0,2.0,0.0,male,-57.5
2946,Antonio Brown,5.0,0.0,0.0,"USA, Arizona, Phoenix",light heavy,182.5,180.35,0.0,5.0,5.0,0.0,0.0,0.0,male,50.0
2947,Lorenzo Smith,8.0,0.0,0.0,"USA, Arizona, Phoenix",fly,111.15625,111.03125,0.0,8.0,3.0,1.0,3.0,1.0,male,80.0
2948,Chad Davis,5.0,0.0,15.0,"USA, Arizona, Phoenix",heavy,213.18421052631578,228.375,6.0,20.0,0.0,3.0,1.0,1.0,male,-89.5
2949,Shawn Sarembock,2.0,0.0,0.0,"USA, Arizona, Phoenix",super welter,147.75,146.625,15.0,2.0,1.0,0.0,1.0,0.0,male,35.0
2950,Isaac Najera,2.0,0.0,0.0,"USA, Arizona, Phoenix",feather,126.75,133.0,0.0,2.0,1.0,0.0,0.0,1.0,male,20.0
2951,Ryan Riddell,10.0,0.0,0.0,"USA, Arizona, Phoenix",feather,123.375,123.025,0.0,10.0,3.0,0.0,4.0,3.0,male,100.0
2952,Marke Garcia,5.0,0.0,1.0,"USA, Arizona, Phoenix",super fly,114.375,114.41666666666667,0.0,6.0,3.0,0.0,1.0,1.0,male,40.0
2953,Victor Arreola,1.0,1.0,1.0,"USA, Arizona, Phoenix",light heavy,191.33333333333334,186.25,0.0,3.0,0.0,0.0,1.0,0.0,male,5.0
2954,Eduardo Ayala,5.0,1.0,1.0,"USA, Arizona, Phoenix",light heavy,166.89285714285714,165.71428571428572,6.428571428571429,7.0,0.0,1.0,2.0,2.0,male,51.42857142857143
2955,Carlos Velasquez,3.0,0.0,0.0,"USA, Arizona, Phoenix",light,133.83333333333334,133.41666666666666,0.0,3.0,1.0,0.0,1.0,1.0,male,30.0
2956,Danny Riddell Jr,2.0,0.0,0.0,"USA, Arizona, Phoenix",super light,141.0,140.75,0.0,2.0,1.0,0.0,1.0,0.0,male,20.0
2957,Kingsley Ibeh,1.0,0.0,1.0,"USA, Arizona, Phoenix",heavy,278.375,226.375,0.0,2.0,1.0,0.0,0.0,0.0,male,0.0
2958,Jose Barrera,2.0,0.0,1.0,"USA, Arizona, Phoenix",light,139.91666666666666,139.83333333333334,0.0,3.0,0.0,1.0,1.0,0.0,male,11.0
2959,Anton Wright Jr,2.0,0.0,0.0,"USA, Arizona, Phoenix",feather,124.625,124.75,0.0,2.0,0.0,1.0,1.0,0.0,male,20.0
2960,Marco Antonio Diaz,1.0,0.0,0.0,"USA, Arizona, Phoenix",super fly,112.5,113.0,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
2961,Stephan McCray,0.0,0.0,6.0,"USA, Arizona, Phoenix",super welter,158.29166666666666,158.08333333333334,2.5,6.0,0.0,0.0,0.0,0.0,male,-57.5
2962,Adolfo Ramos,0.0,0.0,2.0,"USA, Arizona, Phoenix",middle,157.375,161.5,7.5,2.0,0.0,0.0,0.0,0.0,male,-12.5
2963,Michael Robertson,0.0,0.0,2.0,"USA, Arizona, Phoenix",cruiser,195.25,198.875,0.0,2.0,0.0,0.0,0.0,0.0,male,-20.0
2964,Trevor McCumby,25.0,0.0,0.0,"USA, Arizona, Glendale",light heavy,174.87,175.3,10.2,25.0,7.0,0.0,11.0,6.0,male,328.95
2965,Omar Samano,2.0,0.0,0.0,"USA, Arizona, Glendale",super welter,153.75,156.125,15.0,2.0,0.0,0.0,0.0,0.0,male,35.0
2966,Farid Ngoga,2.0,0.0,0.0,"USA, Arizona, Glendale",middle,153.625,155.25,0.0,2.0,0.0,0.0,0.0,0.0,male,20.0
2967,Danny Barrios Flores,2.0,0.0,0.0,"USA, Arizona, Glendale",feather,126.5,126.125,7.5,2.0,0.0,0.0,1.0,1.0,male,27.5
2968,Estevan Payan,1.0,1.0,8.0,"USA, Arizona, Glendale",super middle,160.47222222222223,160.88888888888889,0.0,10.0,0.0,0.0,1.0,0.0,male,-65.0
2969,Adam Young,0.0,0.0,13.0,"USA, Arizona, Glendale",super welter,142.71153846153845,142.51923076923077,2.3076923076923075,13.0,0.0,0.0,0.0,0.0,male,-127.6923076923077
2970,Michael Fernandez,1.0,0.0,1.0,"USA, Arizona, Tolleson",super light,136.875,136.75,0.0,2.0,0.0,0.0,0.0,1.0,male,0.0
2971,William Fernandez,0.0,0.0,8.0,"USA, Arizona, Tolleson",welter,144.40625,145.5,7.5,8.0,0.0,0.0,0.0,0.0,male,-72.5
2972,Cheyenne Ziegler,3.0,0.0,14.0,"USA, Idaho",middle,157.66071428571428,155.78333333333333,3.5294117647058822,17.0,0.0,1.0,2.0,0.0,male,-106.47058823529412
2973,Raymundo Beltran,36.0,1.0,9.0,"USA, Arizona, Avondale",super light,,,0.0,46.0,,,,,male,275.0
2974,Alfredo Escarcega,8.0,1.0,0.0,"USA, Arizona, Avondale",super light,139.16666666666666,139.0,6.666666666666667,9.0,2.0,0.0,1.0,3.0,male,91.66666666666667
2975,Breenan Rhyes Macias,5.0,2.0,0.0,"USA, Arizona, Goodyear",bantam,116.0,116.60714285714286,8.571428571428571,7.0,2.0,0.0,1.0,2.0,male,68.57142857142857
2976,Dale Sopi,0.0,0.0,1.0,"USA, Arizona, Maricopa County",heavy,306.5,242.0,0.0,1.0,0.0,0.0,0.0,0.0,male,-10.0
2977,Hamilton Ash,0.0,0.0,5.0,"USA, Montana, Whitefish",welter,146.9,148.05,6.0,5.0,0.0,0.0,0.0,0.0,male,-44.0
2978,Caleb Plant,19.0,0.0,0.0,"USA, Nevada, Henderson",super middle,,,0.0,19.0,,,,,male,190.0
2979,Umar Salamov,25.0,0.0,1.0,"USA, Nevada, Henderson",light heavy,,,0.0,26.0,,,,,male,240.0
2980,Carlos Takam,37.0,1.0,5.0,"USA, Nevada, Henderson",heavy,236.73611111111111,,0.0,43.0,0.0,0.0,0.0,0.0,male,325.0
2981,Ali Akhmedov,16.0,0.0,0.0,"USA, Nevada, Henderson",super middle,,,0.0,16.0,,,,,male,160.0
2982,Keandre Gibson,19.0,1.0,2.0,"USA, Nevada, Henderson",welter,144.46428571428572,144.97619047619048,11.590909090909092,22.0,6.0,1.0,1.0,8.0,male,215.66783216783216
2983,Iskander Kharsan,7.0,0.0,0.0,"USA, Nevada, Henderson",super bantam,122.60714285714286,122.89285714285714,4.285714285714286,7.0,1.0,0.0,4.0,1.0,male,99.66071428571429
2984,Yedil Kozhamberdiyev,9.0,0.0,2.0,"USA, Nevada, Henderson",cruiser,192.22727272727272,193.95454545454547,2.727272727272727,11.0,3.0,0.0,5.0,0.0,male,72.72727272727273
2985,Mekhrubon Sanginov,7.0,1.0,0.0,"USA, Nevada, Henderson",super welter,158.875,158.34375,11.25,8.0,0.0,1.0,4.0,1.0,male,86.25
2986,Edward Brown,7.0,0.0,1.0,"USA, Nevada, Henderson",middle,,,0.0,8.0,,,,,male,60.0
2987,Marco Russell,5.0,2.0,1.0,"USA, Nevada, Henderson",super welter,150.34375,150.0,1.875,8.0,3.0,0.0,0.0,1.0,male,51.875
2988,Chandler Clements,6.0,0.0,2.0,"USA, Nevada, Henderson",welter,140.27777777777777,139.77777777777777,1.875,8.0,3.0,0.0,2.0,0.0,male,41.875
2989,Trevor Covington,1.0,0.0,0.0,"USA, Nevada, Henderson",unknown,112.25,113.25,15.0,1.0,0.0,0.0,0.0,1.0,male,25.0
2990,Mohamed Khaloua,6.0,0.0,0.0,"USA, Nevada, Henderson",super welter,149.79166666666666,149.79166666666666,0.0,6.0,0.0,1.0,1.0,4.0,male,60.0
2991,Prince Pancipanci,2.0,0.0,0.0,"USA, Nevada, Henderson",light,135.25,134.5,0.0,2.0,0.0,0.0,1.0,0.0,male,20.0
2992,Justin Martinez,1.0,0.0,0.0,"USA, Nevada, Henderson",super middle,162.25,163.75,0.0,1.0,1.0,0.0,0.0,0.0,male,10.0
2993,Daniel Felix Franco,2.0,0.0,2.0,"USA, Nevada, Henderson",heavy,193.9375,207.25,0.0,4.0,0.0,0.0,2.0,0.0,male,0.0
2994,John Thomas Hartshauser,1.0,0.0,1.0,"USA, Nevada, Henderson",super middle,164.625,160.125,0.0,2.0,0.0,0.0,0.0,1.0,male,0.0
2995,Juan Heraldez,16.0,1.0,0.0,"USA, Nevada, North Las Vegas",super light,142.61764705882354,142.36764705882354,11.470588235294118,17.0,4.0,0.0,5.0,6.0,male,243.18427871148458
2996,Darren Cunningham,10.0,0.0,0.0,"USA, Nevada, North Las Vegas",super bantam,124.2,123.575,16.5,10.0,1.0,0.0,4.0,5.0,male,116.5
2997,Carlos Vidal,15.0,0.0,0.0,"USA, Nevada, North Las Vegas",feather,128.98076923076923,129.76923076923077,6.0,15.0,7.0,0.0,5.0,1.0,male,156.0
2998,Roberto Thomas White,15.0,3.0,12.0,"USA, Nevada, North Las Vegas",heavy,275.6666666666667,253.36666666666667,8.0,30.0,8.0,0.0,3.0,0.0,male,53.0
2999,Andrei Odintsev,4.0,0.0,0.0,"USA, Nevada, North Las Vegas",light heavy,178.6875,181.625,0.0,4.0,2.0,0.0,2.0,0.0,male,40.0
3000,Thomas Hill,8.0,0.0,3.0,"USA, Nevada, North Las Vegas",super welter,153.8181818181818,154.72727272727272,9.545454545454545,11.0,1.0,1.0,0.0,5.0,male,91.7150974025974
3001,Romeo Acosta,5.0,0.0,0.0,"USA, Nevada, North Las Vegas",super feather,128.65,129.45,6.0,5.0,0.0,0.0,4.0,0.0,male,56.0
3002,Daquan Wyatt,3.0,0.0,1.0,"USA, Nevada, North Las Vegas",welter,144.4375,144.3125,0.0,4.0,0.0,0.0,3.0,0.0,male,20.0
3003,Shawn Porter,30.0,1.0,3.0,"USA, Nevada, Las Vegas",welter,,,0.0,34.0,,,,,male,275.0
3004,Nonito Donaire,40.0,0.0,5.0,"USA, Nevada, Las Vegas",bantam,,,0.0,45.0,,,,,male,350.0
3005,Jessie Vargas,29.0,2.0,2.0,"USA, Nevada, Las Vegas",super welter,143.65151515151516,,0.0,33.0,0.0,0.0,0.0,0.0,male,280.0
3006,Badou Jack,22.0,3.0,2.0,"USA, Nevada, Las Vegas",light heavy,,,0.0,27.0,,,,,male,215.0
3007,Devin Haney,23.0,0.0,0.0,"USA, Nevada, Las Vegas",light,,,0.0,23.0,,,,,male,230.0
3008,Rances Barthelemy,27.0,1.0,1.0,"USA, Nevada, Las Vegas",light,,,0.0,29.0,,,,,male,265.0
3009,Jessie Magdaleno,27.0,0.0,1.0,"USA, Nevada, Las Vegas",feather,,,0.0,28.0,,,,,male,260.0
3010,Angelo Leo,18.0,0.0,0.0,"USA, Nevada, Las Vegas",super bantam,121.34722222222223,121.65277777777777,8.333333333333334,18.0,7.0,0.0,1.0,8.0,male,255.11011904761904
3011,Ladarius Miller,20.0,0.0,1.0,"USA, Nevada, Las Vegas",light,138.77380952380952,138.85714285714286,8.571428571428571,21.0,1.0,1.0,5.0,12.0,male,288.1088198757764
3012,Michael Hunter,18.0,0.0,1.0,"USA, Nevada, Las Vegas",heavy,209.18421052631578,225.43421052631578,11.842105263157896,19.0,3.0,0.0,8.0,6.0,male,301.87871339918206
3013,Robert Guerrero,36.0,1.0,6.0,"USA, Nevada, Las Vegas",welter,,,0.0,43.0,,,,,male,305.0
3014,Zab Judah,44.0,0.0,10.0,"USA, Nevada, Las Vegas",super light,,,0.0,54.0,,,,,male,340.0
3015,Andrew Tabiti,17.0,0.0,1.0,"USA, Nevada, Las Vegas",cruiser,,,0.0,18.0,,,,,male,160.0
3016,Ishe Smith,29.0,0.0,11.0,"USA, Nevada, Las Vegas",super welter,153.56875,,0.0,40.0,0.0,0.0,0.0,0.0,male,180.0
3017,Sharif Bogere,32.0,0.0,2.0,"USA, Nevada, Las Vegas",light,136.66176470588235,137.3014705882353,13.235294117647058,34.0,8.0,0.0,9.0,12.0,male,457.43126481361776
3018,Keith Hunter,11.0,0.0,0.0,"USA, Nevada, Las Vegas",welter,144.0,144.4318181818182,12.272727272727273,11.0,4.0,1.0,3.0,3.0,male,151.66096256684492
3019,Diego Magdaleno,31.0,0.0,3.0,"USA, Nevada, Las Vegas",light,,,0.0,34.0,,,,,male,280.0
3020,Bermane Stiverne,25.0,1.0,4.0,"USA, Nevada, Las Vegas",heavy,,,0.0,30.0,,,,,male,215.0
3021,J'Leon Love,24.0,1.0,3.0,"USA, Nevada, Las Vegas",super middle,164.6293103448276,163.75862068965517,13.928571428571429,28.0,5.0,0.0,7.0,10.0,male,295.40241413638626
3022,Raeese Aleem,15.0,0.0,0.0,"USA, Nevada, Las Vegas",super bantam,125.83333333333333,127.11666666666666,12.0,15.0,0.0,0.0,5.0,6.0,male,192.5
3023,Lionell Thompson,21.0,0.0,5.0,"USA, Nevada, Las Vegas",light heavy,177.52884615384616,176.875,8.076923076923077,26.0,6.0,0.0,3.0,9.0,male,247.1229984301413
3024,Ronald Gavril,19.0,0.0,3.0,"USA, Nevada, Las Vegas",super middle,167.07142857142858,,0.0,22.0,0.0,0.0,0.0,0.0,male,160.0
3025,Aslambek Idigov,17.0,0.0,0.0,"USA, Nevada, Las Vegas",super middle,,,0.0,17.0,,,,,male,170.0
3026,Leduan Barthelemy,15.0,1.0,0.0,"USA, Nevada, Las Vegas",super feather,125.734375,126.15625,12.1875,16.0,3.0,1.0,4.0,7.0,male,167.1875
3027,Samuel Peter,38.0,0.0,8.0,"USA, Nevada, Las Vegas",heavy,,,0.0,46.0,,,,,male,300.0
3028,Frank Sanchez Faure,14.0,0.0,0.0,"USA, Nevada, Las Vegas",heavy,,,0.0,14.0,,,,,male,140.0
3029,Kevin Newman II,11.0,1.0,1.0,"USA, Nevada, Las Vegas",super middle,164.26923076923077,164.01923076923077,10.384615384615385,13.0,2.0,0.0,3.0,5.0,male,168.55128205128204
3030,Francisco Esparza,10.0,1.0,1.0,"USA, Nevada, Las Vegas",feather,127.33333333333333,127.02083333333333,7.5,12.0,3.0,1.0,0.0,5.0,male,172.13333333333333
3031,Haskell Lydell Rhodes,27.0,1.0,4.0,"USA, Nevada, Las Vegas",super feather,140.4609375,138.7734375,10.78125,32.0,4.0,1.0,8.0,12.0,male,295.33125
3032,Max Ornelas,13.0,1.0,0.0,"USA, Nevada, Las Vegas",bantam,117.80357142857143,117.57142857142857,11.785714285714286,14.0,2.0,0.0,3.0,7.0,male,204.3024975024975
3033,Cameron Krael,16.0,3.0,15.0,"USA, Nevada, Las Vegas",welter,142.4191176470588,142.0735294117647,7.9411764705882355,34.0,1.0,0.0,3.0,7.0,male,202.7415977613066
3034,Izuagbe Ugonoh,18.0,0.0,2.0,"USA, Nevada, Las Vegas",heavy,,,0.0,20.0,,,,,male,160.0
3035,Layla McCarter,43.0,5.0,13.0,"USA, Nevada, Las Vegas",welter,,,0.0,61.0,,,,,female,325.0
3036,Michal Chudecki,13.0,2.0,3.0,"USA, Nevada, Las Vegas",super light,137.0,136.61111111111111,19.166666666666668,18.0,0.0,0.0,2.0,10.0,male,129.16666666666666
3037,Sanjarbek Rakhmanov,12.0,1.0,2.0,"USA, Nevada, Las Vegas",welter,144.76666666666668,144.08333333333334,9.0,15.0,1.0,0.0,4.0,6.0,male,143.01419990192875
3038,Brian Mendoza,18.0,0.0,0.0,"USA, Nevada, Las Vegas",welter,147.5,148.77777777777777,9.166666666666666,18.0,4.0,1.0,9.0,4.0,male,248.51149425287355
3039,Ava Knight,19.0,5.0,2.0,"USA, Nevada, Las Vegas",fly,112.92708333333333,112.79166666666667,20.192307692307693,26.0,4.0,0.0,1.0,14.0,female,215.19230769230768
3040,Ryan Lee Allen,10.0,1.0,4.0,"USA, Nevada, Las Vegas",feather,125.55,127.0,10.0,15.0,4.0,0.0,1.0,5.0,male,89.84615384615384
3041,Andres Cortes,12.0,0.0,0.0,"USA, Nevada, Las Vegas",light,132.16666666666666,132.14583333333334,7.5,12.0,3.0,0.0,3.0,5.0,male,204.66112857460777
3042,Rolando Romero,10.0,0.0,0.0,"USA, Nevada, Las Vegas",light,135.375,134.775,1.5,10.0,5.0,0.0,4.0,1.0,male,113.24857142857142
3043,Ali Baloyev,9.0,0.0,0.0,"USA, Nevada, Las Vegas",cruiser,202.36111111111111,198.25,8.333333333333334,9.0,2.0,0.0,5.0,2.0,male,98.33333333333333
3044,Bastie Samir,17.0,1.0,0.0,"USA, Nevada, Las Vegas",light heavy,164.47058823529412,165.33823529411765,5.0,18.0,4.0,0.0,10.0,1.0,male,180.0
3045,Blair Cobbs,13.0,1.0,0.0,"USA, Nevada, Las Vegas",welter,,,0.0,14.0,,,,,male,135.0
3046,Issah Samir,18.0,0.0,0.0,"USA, Nevada, Las Vegas",middle,157.0,157.8125,8.333333333333334,18.0,6.0,0.0,9.0,3.0,male,188.33333333333334
3047,Wesley Joel Diana,9.0,0.0,0.0,"USA, Nevada, Las Vegas",welter,140.875,142.21875,10.0,9.0,2.0,0.0,5.0,1.0,male,100.0
3048,Robin Sirwan Safar,9.0,0.0,0.0,"USA, Nevada, Las Vegas",cruiser,185.63888888888889,183.61111111111111,20.0,9.0,2.0,0.0,4.0,3.0,male,110.0
3049,Ronald Johnson,17.0,0.0,1.0,"USA, Nevada, Las Vegas",heavy,192.44444444444446,187.09722222222223,10.0,18.0,0.0,3.0,4.0,9.0,male,170.0
3050,Lanell Bellows,19.0,3.0,5.0,"USA, Nevada, Las Vegas",super middle,169.05769230769232,168.05769230769232,16.11111111111111,27.0,2.0,0.0,8.0,7.0,male,265.33995545344703
3051,Ravshan Hudaynazarov,17.0,0.0,2.0,"USA, Nevada, Las Vegas",super welter,,,0.0,19.0,,,,,male,150.0
3052,Rafael Marzan,12.0,0.0,0.0,"USA, Nevada, Las Vegas",super feather,126.0576923076923,125.42307692307692,8.75,12.0,2.0,0.0,6.0,2.0,male,138.25
3053,Britton Norwood,9.0,1.0,4.0,"USA, Nevada, Las Vegas",light heavy,179.32142857142858,179.30357142857142,5.357142857142857,14.0,1.0,0.0,6.0,2.0,male,60.357142857142854
3054,Abram Martinez,8.0,0.0,0.0,"USA, Nevada, Las Vegas",super welter,144.90625,141.3125,9.375,8.0,3.0,0.0,2.0,2.0,male,108.375
3055,Kevin Johnson,7.0,0.0,2.0,"USA, Nevada, Las Vegas",welter,142.75,143.83333333333334,1.6666666666666667,9.0,0.0,1.0,4.0,1.0,male,77.16666666666666
3056,Manuel Monteiro,7.0,0.0,1.0,"USA, Nevada, Las Vegas",welter,145.0625,146.375,11.25,8.0,3.0,0.0,4.0,0.0,male,71.25
3057,Jeremy Nichols,9.0,1.0,2.0,"USA, Nevada, Las Vegas",super welter,148.0625,148.16666666666666,3.75,12.0,1.0,0.0,2.0,6.0,male,78.75
3058,Raphael Zumbano,39.0,1.0,17.0,"USA, Nevada, Las Vegas",heavy,236.77,227.515625,3.9473684210526314,57.0,22.0,0.0,8.0,7.0,male,228.94736842105263
3059,Damien Vazquez,14.0,1.0,1.0,"USA, Nevada, Las Vegas",bantam,114.46153846153847,114.34615384615384,10.3125,16.0,1.0,1.0,5.0,5.0,male,155.625
3060,Rene Moreno,2.0,0.0,0.0,"USA, Nevada, Las Vegas",light,132.0,129.875,0.0,2.0,1.0,0.0,1.0,0.0,male,20.0
3061,Charden Ansoula,15.0,1.0,11.0,"USA, Nevada, Las Vegas",middle,,,0.0,27.0,,,,,male,45.0
3062,Henry Rivera,1.0,0.0,0.0,"USA, Nevada, Las Vegas",unknown,156.0,156.0,0.0,1.0,0.0,1.0,0.0,0.0,male,12.0
3063,Jonathan Burgos,14.0,1.0,6.0,"USA, Nevada, Las Vegas",bantam,121.67647058823529,121.3970588235294,9.285714285714286,21.0,4.0,0.0,5.0,5.0,male,94.28571428571429
