,Unnamed: 0,name,wins,losses,draws,average_weight,sex,division,Jab accuracy,Power punch accuracy,Total punch accuracy,Avg Jabs landed,Avg Power punches landed,Avg Total punches landed,% of Power punches landed against,% of Jabs landed against,% of Total punches landed against,Avg Jabs landed against,Avg Power punches landed against,Avg Total punches landed against
510,510,Dominic Wade,20.0,1.0,0.0,164.14,male,light heavy,18.07,24.46,21.72,14.67,26.5,41.17,43.93,22.85,31.67,26.17,36.17,62.33
511,511,Gerald Washington,20.0,3.0,1.0,246.51,male,heavy,20.26,31.09,26.65,15.67,34.67,50.33,34.06,18.56,25.0,25.83,33.67,59.5
512,512,Derrick Webster,28.0,2.0,0.0,166.17,male,super middle,9.59,34.5,28.48,7.0,79.0,86.0,24.8,12.59,17.3,25.5,31.5,57.0
513,513,Benjamin Whitaker,12.0,3.0,0.0,148.88,male,welter,13.51,31.15,17.89,50.0,38.0,88.0,51.68,31.0,39.68,102.0,123.0,225.0
514,514,Charles Whittaker,43.0,16.0,2.0,155.05,male,middle,2.04,6.67,3.12,1.0,1.0,2.0,37.5,9.17,18.18,11.0,21.0,32.0
515,515,Dillian Whyte,26.0,1.0,0.0,233.59,male,heavy,15.8,37.62,27.41,18.14,49.14,67.29,41.54,23.2,31.86,50.21,80.36,130.57
516,516,Deontay Wilder,41.0,0.0,1.0,,male,heavy,16.67,34.62,24.83,9.43,16.35,25.78,45.75,28.8,35.5,25.7,26.65,52.35
517,517,Marsellos Wilder,5.0,1.0,0.0,193.07,male,cruiser,20.31,15.38,18.1,13.0,8.0,21.0,38.89,24.0,29.22,24.0,21.0,45.0
518,518,James Wilkins,8.0,1.0,0.0,133.67,male,super feather,17.92,31.5,28.42,14.33,86.0,100.33,34.08,12.47,25.55,17.0,71.33,88.33
519,519,Dannie Williams,23.0,3.0,0.0,135.22,male,welter,15.09,33.33,27.65,8.0,39.0,47.0,47.23,7.65,30.62,15.0,128.0,143.0
520,520,Joseph Williams,13.0,0.0,0.0,181.63,male,cruiser,4.35,17.81,14.58,1.0,13.0,14.0,42.42,35.0,40.7,7.0,28.0,35.0
521,521,Julian Williams,27.0,1.0,1.0,,male,super welter,10.25,28.45,21.82,10.43,50.57,61.0,49.47,26.18,39.74,36.5,96.14,132.64
522,522,Keeshawn Williams,6.0,0.0,1.0,146.04,male,welter,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
523,523,Lavisas Williams,9.0,1.0,1.0,132.91,male,light,29.35,43.51,38.21,27.0,67.0,94.0,21.14,9.09,13.41,20.0,26.0,46.0
524,524,Mitch Williams,16.0,8.0,3.0,,male,cruiser,4.55,26.14,23.43,1.0,40.0,41.0,23.97,5.56,18.98,5.0,58.0,63.0
525,525,Mykquan Williams,15.0,0.0,1.0,,male,super light,9.32,27.87,21.82,11.0,68.0,79.0,35.46,4.88,27.93,4.0,89.0,93.0
526,526,Sherman Williams,42.0,15.0,2.0,,male,heavy,17.7,34.61,28.04,23.5,72.25,95.75,36.08,14.3,26.59,27.5,89.75,117.25
527,527,Terrel Williams,18.0,1.0,0.0,147.0,male,welter,23.96,35.61,31.28,52.0,130.5,182.5,33.74,14.69,25.44,42.0,125.0,167.0
528,528,Tramaine Williams,19.0,0.0,0.0,,male,super bantam,7.84,22.49,21.13,4.0,112.0,116.0,40.92,15.43,33.04,27.0,160.0,187.0
529,529,Derrick Wilson,12.0,8.0,2.0,,male,feather,42.76,44.78,43.73,62.0,60.0,122.0,43.23,11.11,32.2,9.0,67.0,76.0
530,530,Chazz Witherspoon,38.0,4.0,0.0,230.38,male,heavy,18.89,39.35,31.54,12.5,42.17,54.67,41.49,12.87,24.93,28.5,67.0,95.5
531,531,Stanley Wright,7.0,0.0,0.0,207.71,male,heavy,46.3,66.99,62.74,25.0,140.0,165.0,43.1,50.0,45.65,17.0,25.0,42.0
532,532,Ray Ximenez,18.0,2.0,0.0,,male,feather,6.08,19.81,14.08,9.0,41.0,50.0,34.0,6.08,23.62,9.0,85.0,94.0
533,533,Daniyar Yeleussinov,8.0,0.0,0.0,148.53,male,welter,12.09,19.74,15.57,11.0,15.0,26.0,33.47,11.36,21.61,31.0,79.0,110.0
534,534,Tony Yoka,7.0,0.0,0.0,249.61,male,heavy,17.02,40.18,31.11,24.0,88.0,112.0,32.88,34.25,33.56,25.0,24.0,49.0
535,535,Junior Younan,15.0,0.0,1.0,169.58,male,light heavy,10.53,23.51,22.06,1.33,23.67,25.0,28.85,9.04,20.05,5.0,20.0,25.0
536,536,Stephon Young,18.0,2.0,3.0,,male,bantam,14.29,27.91,23.61,21.67,92.0,113.67,36.28,16.53,28.65,26.67,93.0,119.67
537,537,Isaac Zarate,16.0,5.0,4.0,121.84,male,super bantam,9.24,28.63,21.85,19.5,112.5,132.0,40.06,17.73,34.65,19.5,138.0,157.5
538,538,Jose Zepeda,31.0,2.0,0.0,,male,super light,28.03,41.48,38.22,27.0,125.0,152.0,39.95,24.63,35.0,44.67,151.67,196.33
539,539,Alexey Zubov,17.0,2.0,0.0,200.25,male,cruiser,10.62,28.77,20.74,12.0,41.0,53.0,38.5,14.48,31.79,10.5,72.0,82.5
